"user_id","avg_price_by_user"
324,"328.13"
325,"266.00"
326,"305.67"
327,"306.75"
328,"316.86"
329,"118.00"
330,"283.00"
331,"126.00"
332,"481.33"
333,"388.67"
334,"394.40"
335,"410.00"
336,"310.00"
337,"582.00"
338,"396.14"
339,"258.00"
340,"325.00"
341,"379.20"
342,"641.00"
343,"337.75"
344,"346.00"
345,"341.00"
346,"533.50"
347,"516.60"
348,"401.20"
349,"225.00"
350,"733.50"
351,"434.00"
352,"397.00"
353,"571.67"
354,"365.50"
355,"719.33"
356,"545.00"
357,"418.00"
358,"388.00"
359,"339.17"
360,"148.33"
361,"571.00"
362,"357.29"
363,"450.00"
364,"715.20"
365,"412.00"
366,"324.67"
367,"360.75"
368,"178.00"
369,"890.67"
370,"232.75"
371,"132.50"
372,"492.25"
373,"306.33"
374,"461.00"
375,"451.88"
376,"415.00"
377,"707.33"
378,"386.67"
379,"277.33"
380,"496.00"
381,"193.00"
382,"475.00"
383,"354.25"
384,"657.00"
385,"359.17"
386,"471.29"
387,"746.00"
388,"331.75"
389,"444.75"
390,"419.00"
391,"331.50"
392,"175.00"
393,"508.83"
394,"489.00"
395,"584.50"
396,"316.25"
397,"228.75"
398,"517.50"
399,"267.25"
400,"355.20"
401,"276.50"
402,"244.17"
403,"537.20"
404,"348.00"
405,"158.00"
406,"232.25"
407,"501.40"
408,"588.00"
409,"269.14"
410,"341.33"
411,"897.00"
412,"400.50"
413,"261.00"
414,"288.14"
415,"265.00"
416,"187.00"
417,"447.50"
418,"650.50"
419,"215.00"
420,"259.67"
421,"369.25"
422,"424.75"
423,"364.43"
424,"184.33"
425,"581.33"
426,"409.17"
427,"368.86"
428,"218.00"
429,"481.00"
430,"382.17"
431,"446.17"
432,"313.09"
433,"248.67"
434,"341.14"
435,"360.00"
436,"441.67"
437,"368.00"
438,"413.00"
439,"302.00"
440,"237.60"
441,"532.00"
442,"311.60"
443,"121.00"
444,"389.67"
445,"249.00"
446,"335.50"
447,"180.00"
448,"344.67"
449,"465.00"
450,"351.71"
451,"654.44"
452,"401.50"
453,"423.00"
454,"262.29"
455,"233.67"
456,"258.88"
457,"390.57"
458,"548.00"
459,"614.50"
460,"354.33"
461,"386.20"
462,"124.00"
463,"654.80"
464,"278.00"
465,"510.88"
466,"299.75"
467,"459.00"
468,"426.75"
469,"321.50"
470,"667.00"
471,"494.00"
472,"412.80"
473,"365.00"
474,"201.00"
475,"499.57"
476,"388.50"
477,"444.13"
478,"173.00"
479,"557.67"
480,"372.33"
481,"184.80"
482,"255.25"
483,"243.67"
484,"512.25"
485,"386.86"
486,"497.50"
487,"401.67"
488,"605.00"
489,"137.33"
490,"328.75"
491,"369.00"
492,"338.00"
493,"367.75"
494,"353.75"
495,"250.67"
496,"555.63"
497,"125.00"
498,"595.00"
499,"231.67"
500,"375.00"
501,"439.00"
502,"263.00"
503,"170.00"
504,"306.67"
505,"268.50"
506,"202.60"
507,"334.00"
508,"218.75"
509,"306.50"
510,"472.50"
511,"400.00"
512,"435.50"
513,"520.33"
514,"329.43"
515,"507.67"
516,"450.60"
517,"282.33"
518,"455.00"
519,"668.00"
520,"595.67"
521,"396.00"
522,"339.20"
523,"253.33"
524,"653.75"
525,"338.60"
526,"209.75"
527,"351.00"
528,"188.00"
529,"264.33"
530,"270.00"
531,"714.67"
532,"398.67"
533,"412.00"
534,"416.67"
535,"439.00"
536,"474.00"
537,"453.83"
538,"229.00"
539,"596.50"
540,"310.83"
541,"516.40"
542,"723.00"
543,"222.00"
544,"545.00"
545,"314.00"
546,"337.40"
547,"373.67"
548,"397.00"
549,"308.25"
550,"339.50"
551,"477.00"
552,"492.33"
553,"268.00"
554,"459.17"
555,"89.50"
556,"410.00"
557,"328.00"
558,"681.00"
559,"389.83"
560,"327.00"
561,"477.00"
562,"313.75"
563,"359.50"
564,"264.00"
565,"310.00"
566,"324.33"
567,"176.00"
568,"365.25"
569,"497.50"
570,"330.33"
571,"444.67"
572,"266.00"
573,"489.43"
574,"231.00"
575,"661.00"
576,"276.40"
577,"693.50"
578,"244.75"
579,"337.57"
580,"659.50"
581,"238.00"
582,"246.25"
583,"335.38"
584,"213.75"
585,"563.50"
586,"420.00"
587,"351.00"
588,"277.00"
589,"372.00"
590,"475.20"
591,"439.25"
592,"221.25"
593,"418.00"
594,"493.00"
595,"558.00"
596,"294.00"
597,"174.50"
598,"326.00"
599,"376.00"
600,"447.40"
601,"275.40"
602,"403.83"
603,"431.00"
604,"318.50"
605,"365.17"
606,"437.80"
607,"405.17"
608,"771.50"
609,"339.00"
610,"193.17"
611,"888.33"
612,"135.50"
613,"498.00"
614,"380.00"
615,"594.00"
616,"332.50"
617,"114.00"
618,"90.50"
619,"365.50"
620,"251.50"
621,"396.50"
622,"619.00"
623,"369.20"
624,"414.00"
625,"391.50"
626,"490.00"
627,"398.00"
628,"191.00"
629,"283.20"
630,"341.00"
631,"106.00"
632,"355.25"
633,"1256.00"
634,"324.50"
635,"506.75"
636,"296.00"
637,"30.00"
638,"133.00"
639,"290.33"
640,"334.00"
641,"121.00"
642,"365.11"
643,"529.25"
644,"292.50"
645,"266.00"
646,"338.00"
647,"358.00"
648,"664.00"
649,"716.25"
650,"414.25"
651,"384.75"
652,"290.00"
653,"316.00"
654,"336.60"
655,"335.67"
656,"471.75"
657,"455.50"
658,"370.13"
659,"286.50"
660,"412.00"
661,"276.00"
662,"745.50"
663,"379.75"
664,"408.20"
665,"427.33"
666,"386.60"
667,"354.00"
668,"462.00"
669,"746.60"
670,"357.67"
671,"197.67"
672,"486.75"
673,"280.75"
674,"205.00"
675,"560.67"
676,"477.50"
677,"190.25"
678,"401.70"
679,"441.00"
680,"503.67"
681,"380.00"
682,"335.75"
683,"277.00"
684,"456.50"
685,"336.75"
686,"451.50"
687,"546.67"
688,"599.00"
689,"530.20"
690,"385.00"
691,"260.00"
692,"446.83"
693,"460.50"
694,"467.40"
695,"502.60"
696,"486.00"
697,"444.50"
698,"295.00"
699,"233.67"
700,"445.50"
701,"284.00"
702,"168.33"
703,"420.33"
704,"301.60"
705,"179.50"
706,"309.00"
707,"377.33"
708,"394.50"
709,"324.20"
710,"422.20"
711,"455.80"
712,"492.67"
713,"517.00"
714,"361.50"
715,"366.00"
716,"234.33"
717,"533.50"
718,"341.50"
719,"520.80"
720,"436.33"
721,"468.00"
722,"278.00"
723,"228.25"
724,"383.33"
725,"433.00"
726,"439.00"
727,"198.00"
728,"412.50"
729,"231.00"
730,"352.30"
731,"269.67"
732,"396.75"
733,"556.50"
734,"167.75"
735,"553.00"
736,"196.00"
737,"220.00"
738,"1148.00"
739,"427.00"
740,"338.50"
741,"216.00"
742,"489.33"
743,"318.17"
744,"398.50"
745,"641.00"
746,"305.00"
747,"805.00"
748,"245.17"
749,"312.33"
750,"219.33"
751,"273.33"
752,"351.38"
753,"411.50"
755,"719.00"
756,"425.67"
757,"408.50"
758,"567.75"
759,"378.67"
760,"615.50"
761,"473.00"
762,"286.00"
763,"437.36"
764,"550.50"
765,"363.80"
766,"414.38"
767,"383.00"
768,"553.50"
769,"559.50"
770,"477.00"
771,"289.00"
772,"321.33"
773,"545.13"
774,"391.50"
775,"195.00"
776,"243.40"
777,"460.00"
778,"326.88"
779,"402.25"
780,"564.33"
781,"177.50"
782,"340.33"
783,"468.89"
784,"589.25"
785,"249.00"
786,"656.50"
787,"559.50"
788,"546.67"
789,"102.50"
790,"643.50"
791,"367.50"
792,"339.33"
793,"409.75"
794,"538.20"
795,"236.00"
796,"385.50"
797,"277.50"
798,"404.20"
799,"405.50"
800,"419.00"
801,"503.00"
802,"296.50"
803,"432.62"
804,"477.60"
805,"441.60"
806,"202.75"
807,"358.00"
808,"422.50"
809,"733.00"
810,"327.75"
811,"143.33"
812,"190.00"
813,"261.00"
814,"302.40"
815,"375.00"
816,"275.25"
817,"433.20"
818,"381.25"
819,"346.00"
820,"211.50"
821,"183.50"
822,"431.83"
823,"384.33"
824,"265.00"
825,"328.67"
826,"508.00"
827,"374.50"
828,"284.20"
829,"324.00"
830,"270.83"
831,"242.50"
832,"360.50"
833,"457.38"
834,"509.67"
835,"486.33"
836,"305.00"
837,"664.00"
839,"247.80"
840,"413.67"
841,"573.00"
842,"346.00"
843,"388.75"
844,"311.33"
845,"412.67"
846,"445.50"
847,"443.50"
848,"429.29"
849,"328.63"
850,"314.33"
851,"264.60"
852,"350.50"
853,"327.43"
854,"351.67"
855,"291.67"
856,"231.67"
857,"403.00"
858,"440.80"
859,"360.00"
860,"439.25"
861,"427.67"
862,"316.00"
863,"190.00"
864,"467.33"
865,"179.50"
866,"545.00"
867,"365.44"
868,"545.25"
869,"342.25"
870,"475.10"
871,"456.25"
872,"506.50"
873,"277.00"
874,"427.00"
875,"219.50"
876,"141.00"
877,"235.75"
878,"452.33"
879,"251.50"
880,"566.00"
881,"384.86"
882,"498.00"
883,"324.00"
884,"720.00"
885,"289.00"
886,"357.75"
887,"139.00"
888,"724.00"
889,"191.00"
890,"213.25"
891,"248.50"
892,"306.00"
893,"343.50"
894,"1290.00"
895,"379.67"
896,"596.00"
897,"506.00"
898,"763.00"
899,"649.67"
900,"342.25"
901,"358.22"
902,"973.00"
903,"199.00"
904,"335.33"
905,"145.00"
906,"766.67"
907,"469.67"
908,"393.00"
909,"171.00"
910,"306.13"
911,"253.00"
912,"361.00"
913,"176.33"
914,"379.67"
915,"372.00"
916,"420.67"
917,"405.00"
918,"363.00"
919,"380.00"
920,"596.00"
921,"363.33"
922,"291.50"
923,"544.25"
924,"477.00"
925,"423.50"
926,"384.29"
927,"509.50"
928,"313.67"
929,"323.00"
930,"335.33"
931,"340.00"
932,"229.25"
933,"438.00"
934,"678.25"
935,"532.00"
936,"364.43"
937,"308.00"
938,"430.00"
939,"315.00"
940,"379.71"
941,"1603.00"
942,"317.75"
943,"885.00"
944,"463.14"
945,"591.67"
946,"491.60"
947,"352.67"
948,"298.00"
949,"314.33"
950,"153.00"
951,"400.50"
952,"409.33"
953,"347.00"
954,"188.33"
955,"407.80"
956,"245.86"
957,"514.00"
958,"451.50"
959,"206.00"
960,"176.00"
961,"357.75"
962,"333.17"
963,"367.33"
964,"359.00"
965,"461.78"
967,"227.20"
968,"530.00"
969,"340.50"
970,"401.50"
971,"393.80"
972,"546.00"
973,"428.33"
974,"591.00"
975,"716.00"
976,"372.67"
977,"329.00"
978,"554.86"
979,"341.00"
980,"398.50"
981,"286.80"
982,"324.33"
983,"295.50"
984,"463.00"
985,"398.89"
986,"468.00"
987,"279.00"
988,"420.80"
989,"296.00"
990,"206.67"
991,"328.67"
992,"500.00"
994,"395.00"
995,"395.00"
996,"266.25"
997,"403.75"
998,"442.50"
999,"729.00"
1000,"332.67"
1001,"339.43"
1002,"455.00"
1003,"200.00"
1004,"381.20"
1005,"94.00"
1006,"276.50"
1007,"195.00"
1008,"253.00"
1009,"223.40"
1010,"133.00"
1011,"650.00"
1012,"266.00"
1013,"446.50"
1014,"411.00"
1015,"333.75"
1016,"342.50"
1017,"780.00"
1018,"415.14"
1019,"305.75"
1020,"342.20"
1021,"366.50"
1022,"304.67"
1023,"314.60"
1024,"264.40"
1025,"838.50"
1026,"709.67"
1027,"184.50"
1028,"473.00"
1029,"459.43"
1030,"325.50"
1031,"312.75"
1032,"498.00"
1033,"424.88"
1034,"359.67"
1035,"288.40"
1036,"517.50"
1037,"640.50"
1038,"341.00"
1039,"538.40"
1040,"349.00"
1041,"653.67"
1042,"321.67"
1043,"754.75"
1044,"378.67"
1045,"485.25"
1046,"413.50"
1047,"324.00"
1048,"471.38"
1049,"243.60"
1050,"625.00"
1051,"276.33"
1052,"317.25"
1053,"721.00"
1054,"245.20"
1055,"384.14"
1056,"321.20"
1057,"150.00"
1058,"334.50"
1059,"575.00"
1060,"433.33"
1061,"345.20"
1062,"398.20"
1063,"275.33"
1064,"410.50"
1065,"469.43"
1066,"289.20"
1067,"231.75"
1068,"429.00"
1069,"280.50"
1070,"421.67"
1071,"267.33"
1072,"258.00"
1073,"430.00"
1074,"384.00"
1075,"509.57"
1076,"307.38"
1077,"261.50"
1078,"636.00"
1079,"450.83"
1080,"209.00"
1081,"474.40"
1082,"424.67"
1083,"298.50"
1084,"619.00"
1085,"512.50"
1086,"443.50"
1087,"569.00"
1088,"491.00"
1089,"510.00"
1090,"421.00"
1091,"384.00"
1092,"297.67"
1093,"165.67"
1094,"405.50"
1095,"407.67"
1096,"576.75"
1097,"335.25"
1098,"616.50"
1099,"501.75"
1100,"256.00"
1101,"261.00"
1102,"460.33"
1103,"296.00"
1104,"717.00"
1105,"312.00"
1106,"356.50"
1107,"407.20"
1108,"429.33"
1109,"297.71"
1110,"322.00"
1111,"272.40"
1112,"195.00"
1113,"195.30"
1114,"386.00"
1115,"565.00"
1116,"157.00"
1117,"81.00"
1118,"339.00"
1119,"370.00"
1120,"441.25"
1121,"370.00"
1122,"517.20"
1123,"326.25"
1124,"342.00"
1125,"297.78"
1126,"791.00"
1127,"236.50"
1128,"328.00"
1129,"259.00"
1130,"278.33"
1131,"339.00"
1132,"199.00"
1133,"284.33"
1134,"548.00"
1135,"1241.00"
1136,"400.00"
1137,"266.50"
1138,"211.00"
1139,"392.60"
1140,"436.50"
1141,"393.50"
1142,"533.50"
1143,"261.75"
1144,"703.00"
1145,"76.00"
1146,"150.00"
1147,"307.80"
1148,"332.29"
1149,"481.00"
1150,"256.57"
1151,"276.00"
1152,"336.00"
1153,"499.50"
1154,"443.11"
1155,"411.75"
1156,"518.67"
1157,"443.67"
1158,"482.40"
1159,"353.00"
1160,"372.40"
1161,"425.50"
1162,"461.80"
1163,"320.33"
1164,"287.00"
1165,"449.00"
1166,"467.25"
1167,"137.00"
1168,"528.70"
1169,"600.50"
1170,"429.85"
1171,"272.50"
1172,"232.50"
1173,"203.86"
1174,"148.00"
1175,"468.33"
1176,"414.67"
1177,"359.50"
1178,"407.00"
1179,"205.33"
1180,"323.17"
1181,"531.67"
1182,"335.00"
1183,"124.50"
1184,"167.60"
1185,"571.50"
1186,"174.00"
1187,"341.40"
1188,"724.00"
1189,"520.14"
1190,"211.50"
1191,"349.25"
1192,"393.17"
1193,"228.00"
1194,"288.33"
1195,"478.00"
1196,"189.50"
1197,"447.00"
1198,"320.67"
1199,"168.00"
1200,"255.57"
1201,"337.33"
1202,"402.80"
1203,"440.00"
1204,"158.00"
1205,"93.00"
1206,"302.75"
1207,"237.57"
1208,"479.60"
1209,"398.67"
1210,"390.50"
1211,"538.33"
1212,"325.00"
1213,"309.25"
1214,"818.50"
1215,"366.00"
1216,"335.83"
1217,"450.67"
1218,"240.00"
1219,"318.71"
1220,"390.33"
1221,"265.20"
1222,"399.00"
1223,"319.67"
1224,"300.00"
1225,"357.00"
1226,"204.75"
1227,"557.83"
1228,"362.67"
1229,"631.00"
1230,"424.50"
1231,"421.40"
1232,"450.78"
1233,"215.00"
1234,"222.00"
1235,"285.50"
1236,"398.17"
1237,"488.75"
1238,"360.80"
1239,"216.67"
1240,"372.73"
1241,"345.50"
1242,"414.67"
1243,"271.00"
1244,"397.29"
1245,"536.57"
1246,"359.71"
1247,"252.60"
1248,"346.20"
1249,"513.33"
1250,"498.33"
1251,"224.00"
1252,"557.33"
1253,"367.40"
1254,"644.40"
1255,"371.00"
1256,"292.22"
1257,"289.00"
1258,"428.13"
1259,"251.43"
1260,"338.22"
1261,"484.00"
1262,"434.25"
1263,"110.00"
1264,"228.80"
1265,"358.80"
1266,"393.75"
1267,"404.25"
1268,"592.33"
1269,"676.00"
1270,"114.00"
1271,"420.00"
1272,"552.71"
1273,"271.50"
1274,"335.29"
1275,"326.00"
1276,"374.71"
1277,"684.00"
1278,"165.00"
1279,"397.33"
1280,"308.67"
1281,"212.67"
1282,"366.00"
1283,"598.40"
1284,"306.57"
1285,"274.38"
1286,"382.33"
1287,"479.00"
1288,"506.67"
1289,"329.50"
1290,"317.40"
1291,"392.83"
1292,"427.50"
1293,"367.00"
1294,"25.00"
1295,"378.50"
1296,"565.50"
1297,"196.00"
1298,"402.00"
1299,"377.40"
1300,"282.75"
1301,"431.00"
1302,"173.00"
1303,"320.40"
1304,"311.00"
1305,"314.00"
1306,"483.71"
1307,"282.50"
1308,"217.00"
1309,"445.67"
1310,"369.75"
1311,"374.86"
1312,"277.00"
1313,"508.00"
1314,"497.00"
1315,"212.00"
1316,"424.67"
1317,"475.00"
1318,"479.50"
1319,"431.33"
1320,"91.00"
1321,"219.00"
1322,"376.38"
1323,"265.14"
1324,"681.67"
1325,"440.00"
1326,"295.00"
1327,"308.00"
1328,"694.00"
1329,"339.13"
1330,"332.00"
1331,"515.00"
1332,"216.00"
1333,"300.20"
1334,"845.00"
1335,"358.50"
1336,"375.80"
1337,"372.71"
1338,"398.00"
1339,"261.50"
1340,"276.00"
1341,"561.00"
1342,"869.00"
1343,"328.60"
1344,"350.43"
1345,"439.80"
1346,"419.60"
1347,"225.67"
1348,"434.00"
1349,"216.00"
1350,"461.00"
1351,"445.67"
1352,"259.67"
1353,"294.00"
1354,"175.00"
1355,"664.00"
1356,"293.00"
1357,"195.00"
1358,"342.20"
1359,"333.00"
1360,"83.33"
1361,"516.25"
1362,"616.00"
1363,"76.00"
1364,"321.00"
1365,"338.50"
1366,"650.50"
1367,"418.50"
1368,"409.50"
1369,"210.75"
1370,"310.78"
1371,"333.50"
1372,"147.00"
1373,"370.67"
1374,"229.40"
1375,"161.50"
1376,"270.00"
1378,"416.00"
1379,"282.40"
1380,"344.33"
1381,"277.00"
1382,"371.13"
1383,"428.50"
1384,"195.33"
1385,"180.00"
1386,"486.50"
1387,"174.40"
1388,"246.00"
1389,"456.25"
1390,"211.00"
1391,"407.40"
1392,"542.33"
1393,"301.50"
1394,"322.00"
1395,"889.00"
1396,"443.17"
1397,"148.00"
1398,"303.60"
1399,"583.00"
1400,"620.50"
1401,"397.67"
1402,"297.20"
1403,"362.00"
1404,"494.50"
1405,"481.67"
1406,"261.33"
1407,"315.00"
1408,"372.50"
1409,"380.00"
1410,"424.50"
1411,"231.00"
1412,"727.25"
1413,"130.00"
1414,"391.00"
1415,"283.33"
1416,"389.86"
1417,"493.00"
1418,"438.71"
1419,"553.50"
1420,"409.00"
1421,"460.83"
1422,"348.00"
1423,"282.00"
1424,"570.00"
1425,"731.50"
1426,"313.33"
1427,"233.00"
1428,"368.50"
1429,"295.00"
1430,"60.00"
1431,"319.75"
1432,"494.75"
1433,"200.50"
1434,"347.50"
1435,"259.33"
1436,"271.80"
1437,"499.67"
1438,"318.33"
1439,"207.67"
1440,"499.22"
1441,"385.50"
1442,"239.17"
1443,"154.50"
1444,"539.20"
1445,"291.00"
1446,"277.33"
1447,"387.60"
1448,"315.83"
1449,"454.33"
1450,"355.00"
1451,"330.50"
1452,"124.00"
1453,"354.80"
1454,"474.33"
1455,"730.00"
1456,"90.33"
1457,"344.88"
1458,"269.00"
1459,"643.00"
1460,"899.00"
1461,"429.17"
1462,"713.00"
1463,"283.20"
1464,"332.57"
1465,"1166.50"
1466,"502.00"
1467,"219.00"
1468,"505.67"
1469,"160.00"
1470,"270.00"
1471,"280.00"
1472,"615.00"
1473,"433.50"
1474,"212.50"
1475,"231.00"
1476,"544.75"
1477,"328.00"
1478,"242.50"
1479,"218.67"
1480,"215.57"
1481,"860.00"
1482,"321.50"
1483,"365.33"
1484,"340.00"
1485,"420.00"
1486,"460.00"
1487,"493.00"
1488,"183.50"
1489,"351.50"
1490,"528.33"
1491,"709.75"
1492,"319.80"
1493,"237.83"
1494,"321.00"
1495,"327.33"
1496,"389.60"
1497,"571.88"
1498,"261.00"
1499,"246.00"
1500,"649.00"
1501,"330.00"
1502,"549.00"
1503,"407.25"
1504,"421.00"
1505,"277.43"
1506,"396.33"
1507,"568.25"
1508,"404.25"
1509,"402.57"
1510,"256.00"
1511,"476.50"
1512,"299.00"
1513,"311.75"
1514,"267.73"
1515,"363.33"
1516,"498.67"
1517,"243.89"
1518,"347.50"
1519,"274.40"
1520,"417.50"
1521,"757.00"
1522,"210.75"
1523,"360.00"
1524,"375.67"
1525,"298.50"
1526,"478.75"
1527,"245.00"
1528,"457.67"
1529,"210.67"
1530,"163.25"
1531,"275.50"
1532,"535.00"
1533,"347.60"
1534,"140.00"
1535,"441.43"
1536,"420.00"
1537,"269.50"
1538,"367.60"
1539,"420.67"
1540,"455.60"
1541,"351.67"
1542,"324.67"
1543,"567.00"
1544,"290.00"
1545,"343.50"
1546,"301.33"
1547,"420.50"
1548,"575.00"
1549,"289.50"
1550,"324.00"
1551,"329.00"
1552,"365.75"
1553,"382.67"
1554,"378.00"
1555,"281.50"
1556,"278.60"
1557,"484.00"
1558,"264.33"
1559,"550.50"
1560,"488.33"
1561,"559.40"
1562,"280.67"
1563,"433.00"
1564,"391.33"
1565,"435.40"
1566,"409.67"
1567,"407.50"
1568,"157.50"
1569,"264.50"
1570,"551.60"
1571,"416.83"
1572,"488.33"
1573,"425.75"
1574,"484.25"
1575,"289.00"
1576,"180.00"
1577,"118.80"
1578,"401.20"
1579,"145.00"
1580,"333.33"
1581,"416.00"
1582,"218.00"
1583,"347.67"
1584,"600.67"
1585,"100.00"
1586,"156.40"
1587,"410.75"
1588,"191.80"
1589,"276.00"
1590,"490.88"
1591,"384.00"
1592,"344.33"
1593,"223.60"
1594,"602.50"
1595,"257.33"
1596,"351.67"
1597,"261.33"
1598,"606.67"
1599,"430.67"
1600,"167.50"
1601,"285.25"
1602,"348.50"
1603,"284.00"
1604,"276.20"
1605,"297.67"
1606,"451.50"
1607,"357.00"
1608,"667.60"
1609,"380.00"
1610,"285.00"
1611,"275.00"
1612,"169.00"
1613,"371.83"
1614,"271.00"
1615,"315.67"
1616,"373.50"
1617,"174.67"
1618,"524.33"
1619,"254.80"
1620,"221.33"
1621,"371.33"
1622,"593.80"
1623,"267.60"
1624,"375.00"
1625,"412.80"
1626,"292.50"
1627,"408.00"
1628,"598.00"
1629,"399.80"
1630,"386.67"
1631,"244.25"
1632,"185.00"
1633,"600.33"
1634,"409.00"
1635,"465.33"
1636,"268.00"
1637,"534.25"
1638,"392.89"
1639,"377.50"
1640,"355.50"
1641,"241.82"
1642,"418.75"
1643,"327.25"
1644,"752.00"
1645,"230.00"
1646,"422.00"
1647,"342.57"
1648,"383.75"
1649,"336.86"
1650,"172.25"
1651,"84.00"
1652,"398.00"
1653,"80.00"
1654,"475.00"
1655,"495.20"
1656,"509.29"
1657,"108.00"
1658,"239.00"
1659,"467.50"
1660,"523.63"
1661,"351.50"
1662,"416.00"
1663,"541.50"
1664,"303.40"
1665,"365.00"
1666,"187.50"
1667,"504.33"
1668,"616.50"
