"user_id","total_revenue_by_user"
294,"2041.00"
295,"1047.00"
296,"1247.00"
297,"448.00"
298,"2096.00"
299,"1560.00"
300,"1661.00"
301,"348.00"
302,"2036.00"
303,"2460.00"
304,"2200.00"
305,"344.00"
306,"3653.00"
307,"664.00"
308,"255.00"
309,"642.00"
310,"4056.00"
311,"543.00"
312,"1708.00"
313,"1916.00"
314,"1583.00"
315,"1448.00"
316,"1230.00"
317,"1730.00"
318,"2560.00"
319,"1228.00"
320,"1757.00"
321,"4409.00"
322,"1234.00"
323,"1185.00"
324,"2625.00"
325,"266.00"
326,"917.00"
327,"1227.00"
328,"2218.00"
329,"118.00"
330,"566.00"
331,"126.00"
332,"2888.00"
333,"1166.00"
334,"1972.00"
335,"820.00"
336,"1240.00"
337,"1746.00"
338,"2773.00"
339,"1548.00"
340,"1300.00"
341,"1896.00"
342,"641.00"
343,"1351.00"
344,"1730.00"
345,"2387.00"
346,"1067.00"
347,"2583.00"
348,"2006.00"
349,"450.00"
350,"2934.00"
351,"2170.00"
352,"1985.00"
353,"1715.00"
354,"731.00"
355,"2158.00"
356,"1090.00"
357,"1672.00"
358,"776.00"
359,"2035.00"
360,"445.00"
361,"1713.00"
362,"5002.00"
363,"1350.00"
364,"3576.00"
365,"1236.00"
366,"1948.00"
367,"1443.00"
368,"178.00"
369,"2672.00"
370,"931.00"
371,"265.00"
372,"1969.00"
373,"1838.00"
374,"922.00"
375,"3615.00"
376,"2490.00"
377,"2122.00"
378,"1160.00"
379,"832.00"
380,"992.00"
381,"193.00"
382,"2375.00"
383,"1417.00"
384,"657.00"
385,"2155.00"
386,"3299.00"
387,"746.00"
388,"1327.00"
389,"1779.00"
390,"419.00"
391,"663.00"
392,"175.00"
393,"3053.00"
394,"489.00"
395,"2338.00"
396,"1265.00"
397,"915.00"
398,"4140.00"
399,"1069.00"
400,"1776.00"
401,"553.00"
402,"1465.00"
403,"2686.00"
404,"348.00"
405,"158.00"
406,"929.00"
407,"2507.00"
408,"1176.00"
409,"1884.00"
410,"1024.00"
411,"897.00"
412,"1602.00"
413,"783.00"
414,"2017.00"
415,"1325.00"
416,"374.00"
417,"3580.00"
418,"1301.00"
419,"430.00"
420,"779.00"
421,"1477.00"
422,"1699.00"
423,"2551.00"
424,"553.00"
425,"1744.00"
426,"2455.00"
427,"2582.00"
428,"654.00"
429,"1924.00"
430,"2293.00"
431,"2677.00"
432,"3444.00"
433,"746.00"
434,"2388.00"
435,"1080.00"
436,"2650.00"
437,"736.00"
438,"1652.00"
439,"604.00"
440,"1188.00"
441,"1596.00"
442,"1558.00"
443,"121.00"
444,"2338.00"
445,"747.00"
446,"1342.00"
447,"360.00"
448,"1034.00"
449,"465.00"
450,"2462.00"
451,"5890.00"
452,"4015.00"
453,"423.00"
454,"1836.00"
455,"701.00"
456,"2071.00"
457,"2734.00"
458,"1644.00"
459,"1229.00"
460,"1063.00"
461,"1931.00"
462,"124.00"
463,"3274.00"
464,"556.00"
465,"4087.00"
466,"1199.00"
467,"2295.00"
468,"1707.00"
469,"1286.00"
470,"1334.00"
471,"1482.00"
472,"2064.00"
473,"1825.00"
474,"402.00"
475,"3497.00"
476,"1554.00"
477,"3553.00"
478,"346.00"
479,"1673.00"
480,"1117.00"
481,"924.00"
482,"1021.00"
483,"731.00"
484,"2049.00"
485,"2708.00"
486,"995.00"
487,"1205.00"
488,"1210.00"
489,"412.00"
490,"1315.00"
491,"1476.00"
492,"676.00"
493,"1471.00"
494,"1415.00"
495,"752.00"
496,"4445.00"
497,"250.00"
498,"1190.00"
499,"1390.00"
500,"750.00"
501,"1756.00"
502,"526.00"
503,"340.00"
504,"920.00"
505,"537.00"
506,"1013.00"
507,"1002.00"
508,"875.00"
509,"1839.00"
510,"945.00"
511,"400.00"
512,"871.00"
513,"1561.00"
514,"2306.00"
515,"1523.00"
516,"2253.00"
517,"847.00"
518,"455.00"
519,"668.00"
520,"1787.00"
521,"2772.00"
522,"1696.00"
523,"760.00"
524,"2615.00"
525,"1693.00"
526,"839.00"
527,"351.00"
528,"376.00"
529,"2379.00"
530,"540.00"
531,"2144.00"
532,"2392.00"
533,"2060.00"
534,"1250.00"
535,"1317.00"
536,"1896.00"
537,"2723.00"
538,"458.00"
539,"1193.00"
540,"1865.00"
541,"2582.00"
542,"723.00"
543,"888.00"
544,"1635.00"
545,"2198.00"
546,"3374.00"
547,"1121.00"
548,"1985.00"
549,"1233.00"
550,"1358.00"
551,"954.00"
552,"1477.00"
553,"804.00"
554,"2755.00"
555,"179.00"
556,"820.00"
557,"1312.00"
558,"681.00"
559,"2339.00"
560,"981.00"
561,"2385.00"
562,"1255.00"
563,"2157.00"
564,"1056.00"
565,"310.00"
566,"973.00"
567,"176.00"
568,"1461.00"
569,"2985.00"
570,"1982.00"
571,"1334.00"
572,"798.00"
573,"3426.00"
574,"693.00"
575,"1322.00"
576,"1382.00"
577,"2774.00"
578,"979.00"
579,"2363.00"
580,"1319.00"
581,"1190.00"
582,"985.00"
583,"2683.00"
584,"855.00"
585,"1127.00"
586,"1260.00"
587,"702.00"
588,"277.00"
589,"1116.00"
590,"2376.00"
591,"1757.00"
592,"885.00"
593,"2508.00"
594,"493.00"
595,"558.00"
596,"1176.00"
597,"349.00"
598,"326.00"
599,"376.00"
600,"4474.00"
601,"1377.00"
602,"2423.00"
603,"1293.00"
604,"1911.00"
605,"2191.00"
606,"4378.00"
607,"2431.00"
608,"1543.00"
609,"2034.00"
610,"1159.00"
611,"2665.00"
612,"271.00"
613,"996.00"
614,"380.00"
615,"2376.00"
616,"665.00"
617,"114.00"
618,"181.00"
619,"731.00"
620,"1006.00"
621,"1586.00"
622,"2476.00"
623,"1846.00"
624,"1242.00"
625,"1566.00"
626,"1470.00"
627,"1194.00"
628,"382.00"
629,"1416.00"
630,"1023.00"
631,"106.00"
632,"1421.00"
633,"1256.00"
634,"1298.00"
635,"2027.00"
636,"1184.00"
637,"30.00"
638,"532.00"
639,"871.00"
640,"1670.00"
641,"121.00"
642,"3286.00"
643,"2117.00"
644,"585.00"
645,"266.00"
646,"1014.00"
647,"1074.00"
648,"664.00"
649,"2865.00"
650,"1657.00"
651,"1539.00"
652,"1450.00"
653,"316.00"
654,"1683.00"
655,"1007.00"
656,"1887.00"
657,"911.00"
658,"2961.00"
659,"1146.00"
660,"824.00"
661,"276.00"
662,"1491.00"
663,"3038.00"
664,"2041.00"
665,"2564.00"
666,"1933.00"
667,"354.00"
668,"1386.00"
669,"3733.00"
670,"1073.00"
671,"593.00"
672,"1947.00"
673,"1123.00"
674,"205.00"
675,"3364.00"
676,"955.00"
677,"761.00"
678,"4017.00"
679,"882.00"
680,"1511.00"
681,"1900.00"
682,"1343.00"
683,"554.00"
684,"1826.00"
685,"1347.00"
686,"903.00"
687,"1640.00"
688,"1198.00"
689,"2651.00"
690,"770.00"
691,"780.00"
692,"2681.00"
693,"1842.00"
694,"2337.00"
695,"2513.00"
696,"1458.00"
697,"889.00"
698,"295.00"
699,"701.00"
700,"2673.00"
701,"1988.00"
702,"505.00"
703,"1261.00"
704,"1508.00"
705,"359.00"
706,"927.00"
707,"1132.00"
708,"1578.00"
709,"1621.00"
710,"2111.00"
711,"2279.00"
712,"1478.00"
713,"3102.00"
714,"723.00"
715,"366.00"
716,"703.00"
717,"2134.00"
718,"2049.00"
719,"2604.00"
720,"1309.00"
721,"936.00"
722,"834.00"
723,"913.00"
724,"1150.00"
725,"866.00"
726,"1756.00"
727,"198.00"
728,"1650.00"
729,"462.00"
730,"3523.00"
731,"809.00"
732,"1587.00"
733,"1113.00"
734,"671.00"
735,"3318.00"
736,"392.00"
737,"660.00"
738,"2296.00"
739,"1281.00"
740,"1354.00"
741,"648.00"
742,"2936.00"
743,"1909.00"
744,"797.00"
745,"1923.00"
746,"610.00"
747,"1610.00"
748,"1471.00"
749,"937.00"
750,"658.00"
751,"2460.00"
752,"2811.00"
753,"823.00"
755,"719.00"
756,"1277.00"
757,"1634.00"
758,"2271.00"
759,"1136.00"
760,"1231.00"
761,"2365.00"
762,"1430.00"
763,"4811.00"
764,"2202.00"
765,"1819.00"
766,"3315.00"
767,"383.00"
768,"2214.00"
769,"2238.00"
770,"4293.00"
771,"578.00"
772,"1928.00"
773,"4361.00"
774,"783.00"
775,"585.00"
776,"1217.00"
777,"460.00"
778,"2615.00"
779,"1609.00"
780,"1693.00"
781,"355.00"
782,"2042.00"
783,"4220.00"
784,"2357.00"
785,"747.00"
786,"2626.00"
787,"1119.00"
788,"1640.00"
789,"205.00"
790,"1287.00"
791,"735.00"
792,"1018.00"
793,"1639.00"
794,"2691.00"
795,"472.00"
796,"1542.00"
797,"1110.00"
798,"2021.00"
799,"2433.00"
800,"838.00"
801,"1006.00"
802,"1186.00"
803,"5624.00"
804,"2388.00"
805,"2208.00"
806,"811.00"
807,"2864.00"
808,"1690.00"
809,"1466.00"
810,"1311.00"
811,"430.00"
812,"380.00"
813,"1044.00"
814,"1512.00"
815,"1125.00"
816,"1101.00"
817,"4332.00"
818,"1525.00"
819,"692.00"
820,"846.00"
821,"734.00"
822,"2591.00"
823,"1153.00"
824,"795.00"
825,"986.00"
826,"508.00"
827,"1498.00"
828,"1421.00"
829,"648.00"
830,"1625.00"
831,"970.00"
832,"721.00"
833,"3659.00"
834,"1529.00"
835,"1459.00"
836,"610.00"
837,"664.00"
839,"1239.00"
840,"2482.00"
841,"1146.00"
842,"692.00"
843,"1555.00"
844,"934.00"
845,"1238.00"
846,"2673.00"
847,"887.00"
848,"3005.00"
849,"2629.00"
850,"943.00"
851,"1323.00"
852,"2804.00"
853,"2292.00"
854,"1055.00"
855,"875.00"
856,"695.00"
857,"806.00"
858,"2204.00"
859,"360.00"
860,"1757.00"
861,"1283.00"
862,"1264.00"
863,"570.00"
864,"1402.00"
865,"359.00"
866,"2180.00"
867,"3289.00"
868,"2181.00"
869,"1369.00"
870,"4751.00"
871,"1825.00"
872,"1013.00"
873,"1662.00"
874,"1281.00"
875,"439.00"
876,"564.00"
877,"943.00"
878,"1357.00"
879,"503.00"
880,"1132.00"
881,"2694.00"
882,"2490.00"
883,"1296.00"
884,"720.00"
885,"867.00"
886,"1431.00"
887,"139.00"
888,"3620.00"
889,"191.00"
890,"853.00"
891,"497.00"
892,"1224.00"
893,"1374.00"
894,"1290.00"
895,"2278.00"
896,"1192.00"
897,"1518.00"
898,"763.00"
899,"1949.00"
900,"1369.00"
901,"3224.00"
902,"973.00"
903,"796.00"
904,"1006.00"
905,"290.00"
906,"2300.00"
907,"1409.00"
908,"2358.00"
909,"171.00"
910,"2449.00"
911,"253.00"
912,"2166.00"
913,"529.00"
914,"2278.00"
915,"1116.00"
916,"1262.00"
917,"810.00"
918,"1452.00"
919,"760.00"
920,"596.00"
921,"1090.00"
922,"583.00"
923,"2177.00"
924,"2862.00"
925,"1694.00"
926,"2690.00"
927,"1019.00"
928,"941.00"
929,"646.00"
930,"2012.00"
931,"1020.00"
932,"917.00"
933,"1314.00"
934,"5426.00"
935,"1064.00"
936,"2551.00"
937,"308.00"
938,"430.00"
939,"945.00"
940,"2658.00"
941,"1603.00"
942,"2542.00"
943,"885.00"
944,"3242.00"
945,"1775.00"
946,"2458.00"
947,"1058.00"
948,"298.00"
949,"2829.00"
950,"306.00"
951,"1602.00"
952,"1228.00"
953,"1388.00"
954,"565.00"
955,"2039.00"
956,"1721.00"
957,"1028.00"
958,"903.00"
959,"824.00"
960,"176.00"
961,"1431.00"
962,"1999.00"
963,"4408.00"
964,"718.00"
965,"4156.00"
967,"1136.00"
968,"1590.00"
969,"681.00"
970,"803.00"
971,"1969.00"
972,"546.00"
973,"1285.00"
974,"2955.00"
975,"1432.00"
976,"1118.00"
977,"329.00"
978,"3884.00"
979,"341.00"
980,"797.00"
981,"1434.00"
982,"1946.00"
983,"2955.00"
984,"1389.00"
985,"3590.00"
986,"936.00"
987,"558.00"
988,"2104.00"
989,"592.00"
990,"620.00"
991,"986.00"
992,"1500.00"
994,"2765.00"
995,"395.00"
996,"1065.00"
997,"1615.00"
998,"885.00"
999,"2187.00"
1000,"998.00"
1001,"2376.00"
1002,"1365.00"
1003,"200.00"
1004,"1906.00"
1005,"94.00"
1006,"1106.00"
1007,"195.00"
1008,"253.00"
1009,"1117.00"
1010,"266.00"
1011,"1300.00"
1012,"266.00"
1013,"1786.00"
1014,"822.00"
1015,"1335.00"
1016,"1370.00"
1017,"780.00"
1018,"2906.00"
1019,"2446.00"
1020,"1711.00"
1021,"733.00"
1022,"914.00"
1023,"1573.00"
1024,"1322.00"
1025,"1677.00"
1026,"2129.00"
1027,"738.00"
1028,"473.00"
1029,"3216.00"
1030,"1302.00"
1031,"1251.00"
1032,"1494.00"
1033,"3399.00"
1034,"1079.00"
1035,"1442.00"
1036,"1035.00"
1037,"1281.00"
1038,"1364.00"
1039,"2692.00"
1040,"698.00"
1041,"1961.00"
1042,"965.00"
1043,"3019.00"
1044,"1136.00"
1045,"1941.00"
1046,"827.00"
1047,"1296.00"
1048,"3771.00"
1049,"1218.00"
1050,"1250.00"
1051,"829.00"
1052,"1269.00"
1053,"721.00"
1054,"1226.00"
1055,"2689.00"
1056,"1606.00"
1057,"150.00"
1058,"669.00"
1059,"1150.00"
1060,"1300.00"
1061,"1726.00"
1062,"1991.00"
1063,"826.00"
1064,"1642.00"
1065,"3286.00"
1066,"1446.00"
1067,"927.00"
1068,"858.00"
1069,"561.00"
1070,"1265.00"
1071,"1604.00"
1072,"258.00"
1073,"430.00"
1074,"1152.00"
1075,"3567.00"
1076,"2459.00"
1077,"523.00"
1078,"636.00"
1079,"2705.00"
1080,"418.00"
1081,"2372.00"
1082,"1274.00"
1083,"1194.00"
1084,"1857.00"
1085,"1025.00"
1086,"887.00"
1087,"1707.00"
1088,"491.00"
1089,"510.00"
1090,"421.00"
1091,"768.00"
1092,"893.00"
1093,"497.00"
1094,"1622.00"
1095,"2446.00"
1096,"2307.00"
1097,"1341.00"
1098,"2466.00"
1099,"2007.00"
1100,"256.00"
1101,"1044.00"
1102,"1381.00"
1103,"296.00"
1104,"1434.00"
1105,"624.00"
1106,"713.00"
1107,"2036.00"
1108,"1288.00"
1109,"2084.00"
1110,"966.00"
1111,"1362.00"
1112,"195.00"
1113,"1953.00"
1114,"1930.00"
1115,"1695.00"
1116,"471.00"
1117,"81.00"
1118,"2034.00"
1119,"370.00"
1120,"1765.00"
1121,"3330.00"
1122,"2586.00"
1123,"1305.00"
1124,"3078.00"
1125,"2680.00"
1126,"1582.00"
1127,"946.00"
1128,"328.00"
1129,"1036.00"
1130,"1670.00"
1131,"339.00"
1132,"995.00"
1133,"853.00"
1134,"1096.00"
1135,"1241.00"
1136,"2800.00"
1137,"1066.00"
1138,"422.00"
1139,"1963.00"
1140,"1746.00"
1141,"1574.00"
1142,"1067.00"
1143,"1047.00"
1144,"2109.00"
1145,"76.00"
1146,"150.00"
1147,"1539.00"
1148,"2326.00"
1149,"962.00"
1150,"1796.00"
1151,"1104.00"
1152,"2352.00"
1153,"1998.00"
1154,"3988.00"
1155,"3294.00"
1156,"1556.00"
1157,"2662.00"
1158,"2412.00"
1159,"1765.00"
1160,"1862.00"
1161,"1702.00"
1162,"2309.00"
1163,"961.00"
1164,"861.00"
1165,"3592.00"
1166,"1869.00"
1167,"411.00"
1168,"5287.00"
1169,"2402.00"
1170,"5588.00"
1171,"545.00"
1172,"465.00"
1173,"1427.00"
1174,"148.00"
1175,"1405.00"
1176,"1244.00"
1177,"2157.00"
1178,"2035.00"
1179,"616.00"
1180,"1939.00"
1181,"1595.00"
1182,"1005.00"
1183,"249.00"
1184,"838.00"
1185,"1143.00"
1186,"348.00"
1187,"1707.00"
1188,"724.00"
1189,"3641.00"
1190,"423.00"
1191,"1397.00"
1192,"2359.00"
1193,"684.00"
1194,"865.00"
1195,"1434.00"
1196,"379.00"
1197,"894.00"
1198,"962.00"
1199,"504.00"
1200,"1789.00"
1201,"1012.00"
1202,"2014.00"
1203,"880.00"
1204,"316.00"
1205,"93.00"
1206,"1211.00"
1207,"1663.00"
1208,"2398.00"
1209,"1196.00"
1210,"1562.00"
1211,"1615.00"
1212,"650.00"
1213,"1237.00"
1214,"1637.00"
1215,"2196.00"
1216,"2015.00"
1217,"1352.00"
1218,"1200.00"
1219,"2231.00"
1220,"1171.00"
1221,"1326.00"
1222,"2394.00"
1223,"959.00"
1224,"900.00"
1225,"714.00"
1226,"819.00"
1227,"3347.00"
1228,"1088.00"
1229,"631.00"
1230,"1698.00"
1231,"2107.00"
1232,"4057.00"
1233,"215.00"
1234,"888.00"
1235,"571.00"
1236,"2389.00"
1237,"1955.00"
1238,"1804.00"
1239,"650.00"
1240,"4100.00"
1241,"2764.00"
1242,"1244.00"
1243,"1626.00"
1244,"2781.00"
1245,"3756.00"
1246,"2518.00"
1247,"1263.00"
1248,"1731.00"
1249,"3080.00"
1250,"1495.00"
1251,"672.00"
1252,"1672.00"
1253,"1837.00"
1254,"3222.00"
1255,"742.00"
1256,"2630.00"
1257,"867.00"
1258,"3425.00"
1259,"1760.00"
1260,"3044.00"
1261,"968.00"
1262,"3474.00"
1263,"110.00"
1264,"1144.00"
1265,"3588.00"
1266,"1575.00"
1267,"1617.00"
1268,"1777.00"
1269,"1352.00"
1270,"228.00"
1271,"2520.00"
1272,"3869.00"
1273,"543.00"
1274,"2347.00"
1275,"652.00"
1276,"2623.00"
1277,"2052.00"
1278,"330.00"
1279,"1192.00"
1280,"926.00"
1281,"638.00"
1282,"732.00"
1283,"2992.00"
1284,"2146.00"
1285,"2195.00"
1286,"1147.00"
1287,"1437.00"
1288,"3040.00"
1289,"1977.00"
1290,"1587.00"
1291,"2357.00"
1292,"1710.00"
1293,"367.00"
1294,"25.00"
1295,"1514.00"
1296,"4524.00"
1297,"392.00"
1298,"2814.00"
1299,"1887.00"
1300,"1131.00"
1301,"431.00"
1302,"519.00"
1303,"1602.00"
1304,"311.00"
1305,"1256.00"
1306,"3386.00"
1307,"1130.00"
1308,"651.00"
1309,"1337.00"
1310,"1479.00"
1311,"2624.00"
1312,"831.00"
1313,"508.00"
1314,"994.00"
1315,"424.00"
1316,"2548.00"
1317,"475.00"
1318,"959.00"
1319,"2588.00"
1320,"91.00"
1321,"438.00"
1322,"3011.00"
1323,"1856.00"
1324,"2045.00"
1325,"880.00"
1326,"885.00"
1327,"308.00"
1328,"2082.00"
1329,"2713.00"
1330,"664.00"
1331,"1545.00"
1332,"216.00"
1333,"1501.00"
1334,"845.00"
1335,"1434.00"
1336,"1879.00"
1337,"2609.00"
1338,"1194.00"
1339,"1046.00"
1340,"276.00"
1341,"3366.00"
1342,"869.00"
1343,"1643.00"
1344,"2453.00"
1345,"2199.00"
1346,"2098.00"
1347,"677.00"
1348,"2604.00"
1349,"216.00"
1350,"461.00"
1351,"1337.00"
1352,"779.00"
1353,"588.00"
1354,"175.00"
1355,"664.00"
1356,"293.00"
1357,"195.00"
1358,"1711.00"
1359,"999.00"
1360,"250.00"
1361,"2065.00"
1362,"2464.00"
1363,"76.00"
1364,"1284.00"
1365,"2031.00"
1366,"1301.00"
1367,"3348.00"
1368,"2457.00"
1369,"843.00"
1370,"2797.00"
1371,"1334.00"
1372,"294.00"
1373,"1112.00"
1374,"1147.00"
1375,"323.00"
1376,"540.00"
1378,"1248.00"
1379,"1412.00"
1380,"2066.00"
1381,"277.00"
1382,"2969.00"
1383,"1714.00"
1384,"586.00"
1385,"180.00"
1386,"973.00"
1387,"872.00"
1388,"984.00"
1389,"1825.00"
1390,"633.00"
1391,"2037.00"
1392,"1627.00"
1393,"603.00"
1394,"1288.00"
1395,"889.00"
1396,"2659.00"
1397,"444.00"
1398,"1518.00"
1399,"583.00"
1400,"1241.00"
1401,"3579.00"
1402,"1486.00"
1403,"2172.00"
1404,"1978.00"
1405,"1445.00"
1406,"784.00"
1407,"945.00"
1408,"2235.00"
1409,"380.00"
1410,"1698.00"
1411,"462.00"
1412,"2909.00"
1413,"130.00"
1414,"2737.00"
1415,"850.00"
1416,"2729.00"
1417,"986.00"
1418,"3071.00"
1419,"1107.00"
1420,"2045.00"
1421,"2765.00"
1422,"1044.00"
1423,"846.00"
1424,"1140.00"
1425,"1463.00"
1426,"1880.00"
1427,"932.00"
1428,"1474.00"
1429,"1770.00"
1430,"60.00"
1431,"1279.00"
1432,"1979.00"
1433,"401.00"
1434,"1390.00"
1435,"778.00"
1436,"1359.00"
1437,"2998.00"
1438,"955.00"
1439,"623.00"
1440,"4493.00"
1441,"771.00"
1442,"1435.00"
1443,"309.00"
1444,"2696.00"
1445,"291.00"
1446,"2496.00"
1447,"1938.00"
1448,"1895.00"
1449,"1363.00"
1450,"710.00"
1451,"1983.00"
1452,"124.00"
1453,"1774.00"
1454,"1423.00"
1455,"730.00"
1456,"271.00"
1457,"2759.00"
1458,"538.00"
1459,"643.00"
1460,"899.00"
1461,"2575.00"
1462,"1426.00"
1463,"1416.00"
1464,"2328.00"
1465,"2333.00"
1466,"1004.00"
1467,"219.00"
1468,"1517.00"
1469,"160.00"
1470,"540.00"
1471,"280.00"
1472,"615.00"
1473,"867.00"
1474,"425.00"
1475,"693.00"
1476,"2179.00"
1477,"328.00"
1478,"485.00"
1479,"1312.00"
1480,"1509.00"
1481,"860.00"
1482,"643.00"
1483,"1096.00"
1484,"1360.00"
1485,"420.00"
1486,"460.00"
1487,"2465.00"
1488,"734.00"
1489,"703.00"
1490,"1585.00"
1491,"2839.00"
1492,"1599.00"
1493,"1427.00"
1494,"1605.00"
1495,"982.00"
1496,"1948.00"
1497,"4575.00"
1498,"261.00"
1499,"738.00"
1500,"649.00"
1501,"660.00"
1502,"2196.00"
1503,"1629.00"
1504,"3789.00"
1505,"1942.00"
1506,"1189.00"
1507,"2273.00"
1508,"1617.00"
1509,"2818.00"
1510,"256.00"
1511,"953.00"
1512,"598.00"
1513,"1247.00"
1514,"2945.00"
1515,"1090.00"
1516,"1496.00"
1517,"2195.00"
1518,"3475.00"
1519,"1372.00"
1520,"1670.00"
1521,"1514.00"
1522,"843.00"
1523,"1800.00"
1524,"1127.00"
1525,"597.00"
1526,"1915.00"
1527,"490.00"
1528,"1373.00"
1529,"1264.00"
1530,"653.00"
1531,"551.00"
1532,"1605.00"
1533,"3476.00"
1534,"280.00"
1535,"3090.00"
1536,"840.00"
1537,"3234.00"
1538,"1838.00"
1539,"2524.00"
1540,"2278.00"
1541,"1055.00"
1542,"974.00"
1543,"2268.00"
1544,"1160.00"
1545,"1374.00"
1546,"1808.00"
1547,"2523.00"
1548,"575.00"
1549,"579.00"
1550,"1296.00"
1551,"658.00"
1552,"1463.00"
1553,"2296.00"
1554,"756.00"
1555,"2252.00"
1556,"1393.00"
1557,"968.00"
