"user_id","order_quantity"
286,"7"
287,"7"
288,"12"
289,"5"
290,"5"
291,"2"
292,"7"
293,"2"
294,"5"
295,"4"
296,"5"
297,"3"
298,"6"
299,"3"
300,"4"
301,"3"
302,"5"
303,"5"
304,"5"
305,"2"
306,"8"
307,"3"
308,"2"
309,"4"
310,"7"
311,"3"
312,"7"
313,"5"
314,"6"
315,"3"
316,"3"
317,"3"
318,"6"
319,"3"
320,"4"
321,"9"
322,"3"
323,"4"
324,"8"
325,"1"
326,"3"
327,"4"
328,"7"
329,"1"
330,"2"
331,"1"
332,"6"
333,"3"
334,"5"
335,"2"
336,"4"
337,"3"
338,"7"
339,"6"
340,"4"
341,"5"
342,"1"
343,"4"
344,"5"
345,"7"
346,"2"
347,"5"
348,"5"
349,"2"
350,"4"
351,"5"
352,"5"
353,"3"
354,"2"
355,"3"
356,"2"
357,"4"
358,"2"
359,"6"
360,"3"
361,"3"
362,"14"
363,"3"
364,"5"
365,"3"
366,"6"
367,"4"
368,"1"
369,"3"
370,"4"
371,"2"
372,"4"
373,"6"
374,"2"
375,"8"
376,"6"
377,"3"
378,"3"
379,"3"
380,"2"
381,"1"
382,"5"
383,"4"
384,"1"
385,"6"
386,"7"
387,"1"
388,"4"
389,"4"
390,"1"
391,"2"
392,"1"
393,"6"
394,"1"
395,"4"
396,"4"
397,"4"
398,"8"
399,"4"
400,"5"
401,"2"
402,"6"
403,"5"
404,"1"
405,"1"
406,"4"
407,"5"
408,"2"
409,"7"
410,"3"
411,"1"
412,"4"
413,"3"
414,"7"
415,"5"
416,"2"
417,"8"
418,"2"
419,"2"
420,"3"
421,"4"
422,"4"
423,"7"
424,"3"
425,"3"
426,"6"
427,"7"
428,"3"
429,"4"
430,"6"
431,"6"
432,"11"
433,"3"
434,"7"
435,"3"
436,"6"
437,"2"
438,"4"
439,"2"
440,"5"
441,"3"
442,"5"
443,"1"
444,"6"
445,"3"
446,"4"
447,"2"
448,"3"
449,"1"
450,"7"
451,"9"
452,"10"
453,"1"
454,"7"
455,"3"
456,"8"
457,"7"
458,"3"
459,"2"
460,"3"
461,"5"
462,"1"
463,"5"
464,"2"
465,"8"
466,"4"
467,"5"
468,"4"
469,"4"
470,"2"
471,"3"
472,"5"
473,"5"
474,"2"
475,"7"
476,"4"
477,"8"
478,"2"
479,"3"
480,"3"
481,"5"
482,"4"
483,"3"
484,"4"
485,"7"
486,"2"
487,"3"
488,"2"
489,"3"
490,"4"
491,"4"
492,"2"
493,"4"
494,"4"
495,"3"
496,"8"
497,"2"
498,"2"
499,"6"
500,"2"
501,"4"
502,"2"
503,"2"
504,"3"
505,"2"
506,"5"
507,"3"
508,"4"
509,"6"
510,"2"
511,"1"
512,"2"
513,"3"
514,"7"
515,"3"
516,"5"
517,"3"
518,"1"
519,"1"
520,"3"
521,"7"
522,"5"
523,"3"
524,"4"
525,"5"
526,"4"
527,"1"
528,"2"
529,"9"
530,"2"
531,"3"
532,"6"
533,"5"
534,"3"
535,"3"
536,"4"
537,"6"
538,"2"
539,"2"
540,"6"
541,"5"
542,"1"
543,"4"
544,"3"
545,"7"
546,"10"
547,"3"
548,"5"
549,"4"
550,"4"
551,"2"
552,"3"
553,"3"
554,"6"
555,"2"
556,"2"
557,"4"
558,"1"
559,"6"
560,"3"
561,"5"
562,"4"
563,"6"
564,"4"
565,"1"
566,"3"
567,"1"
568,"4"
569,"6"
570,"6"
571,"3"
572,"3"
573,"7"
574,"3"
575,"2"
576,"5"
577,"4"
578,"4"
579,"7"
580,"2"
581,"5"
582,"4"
583,"8"
584,"4"
585,"2"
586,"3"
587,"2"
588,"1"
589,"3"
590,"5"
591,"4"
592,"4"
593,"6"
594,"1"
595,"1"
596,"4"
597,"2"
598,"1"
599,"1"
600,"10"
601,"5"
602,"6"
603,"3"
604,"6"
605,"6"
606,"10"
607,"6"
608,"2"
609,"6"
610,"6"
611,"3"
612,"2"
613,"2"
614,"1"
615,"4"
616,"2"
617,"1"
618,"2"
619,"2"
620,"4"
621,"4"
622,"4"
623,"5"
624,"3"
625,"4"
626,"3"
627,"3"
628,"2"
629,"5"
630,"3"
631,"1"
632,"4"
633,"1"
634,"4"
635,"4"
636,"4"
637,"1"
638,"4"
639,"3"
640,"5"
641,"1"
642,"9"
643,"4"
644,"2"
645,"1"
646,"3"
647,"3"
648,"1"
649,"4"
650,"4"
651,"4"
652,"5"
653,"1"
654,"5"
655,"3"
656,"4"
657,"2"
658,"8"
659,"4"
660,"2"
661,"1"
662,"2"
663,"8"
664,"5"
665,"6"
666,"5"
667,"1"
668,"3"
669,"5"
670,"3"
671,"3"
672,"4"
673,"4"
674,"1"
675,"6"
676,"2"
677,"4"
678,"10"
679,"2"
680,"3"
681,"5"
682,"4"
683,"2"
684,"4"
685,"4"
686,"2"
687,"3"
688,"2"
689,"5"
690,"2"
691,"3"
692,"6"
693,"4"
694,"5"
695,"5"
696,"3"
697,"2"
698,"1"
699,"3"
700,"6"
701,"7"
702,"3"
703,"3"
704,"5"
705,"2"
706,"3"
707,"3"
708,"4"
709,"5"
710,"5"
711,"5"
712,"3"
713,"6"
714,"2"
715,"1"
716,"3"
717,"4"
718,"6"
719,"5"
720,"3"
721,"2"
722,"3"
723,"4"
724,"3"
725,"2"
726,"4"
727,"1"
728,"4"
729,"2"
730,"10"
731,"3"
732,"4"
733,"2"
734,"4"
735,"6"
736,"2"
737,"3"
738,"2"
739,"3"
740,"4"
741,"3"
742,"6"
743,"6"
744,"2"
745,"3"
746,"2"
747,"2"
748,"6"
749,"3"
750,"3"
751,"9"
752,"8"
753,"2"
755,"1"
756,"3"
757,"4"
758,"4"
759,"3"
760,"2"
761,"5"
762,"5"
763,"11"
764,"4"
765,"5"
766,"8"
767,"1"
768,"4"
769,"4"
770,"9"
771,"2"
772,"6"
773,"8"
774,"2"
775,"3"
776,"5"
777,"1"
778,"8"
779,"4"
780,"3"
781,"2"
782,"6"
783,"9"
784,"4"
785,"3"
786,"4"
787,"2"
788,"3"
789,"2"
790,"2"
791,"2"
792,"3"
793,"4"
794,"5"
795,"2"
796,"4"
797,"4"
798,"5"
799,"6"
800,"2"
801,"2"
802,"4"
803,"13"
804,"5"
805,"5"
806,"4"
807,"8"
808,"4"
809,"2"
810,"4"
811,"3"
812,"2"
813,"4"
814,"5"
815,"3"
816,"4"
817,"10"
818,"4"
819,"2"
820,"4"
821,"4"
822,"6"
823,"3"
824,"3"
825,"3"
826,"1"
827,"4"
828,"5"
829,"2"
830,"6"
831,"4"
832,"2"
833,"8"
834,"3"
835,"3"
836,"2"
837,"1"
839,"5"
840,"6"
841,"2"
842,"2"
843,"4"
844,"3"
845,"3"
846,"6"
847,"2"
848,"7"
849,"8"
850,"3"
851,"5"
852,"8"
853,"7"
854,"3"
855,"3"
856,"3"
857,"2"
858,"5"
859,"1"
860,"4"
861,"3"
862,"4"
863,"3"
864,"3"
865,"2"
866,"4"
867,"9"
868,"4"
869,"4"
870,"10"
871,"4"
872,"2"
873,"6"
874,"3"
875,"2"
876,"4"
877,"4"
878,"3"
879,"2"
880,"2"
881,"7"
882,"5"
883,"4"
884,"1"
885,"3"
886,"4"
887,"1"
888,"5"
889,"1"
890,"4"
891,"2"
892,"4"
893,"4"
894,"1"
895,"6"
896,"2"
897,"3"
898,"1"
899,"3"
900,"4"
901,"9"
902,"1"
903,"4"
904,"3"
905,"2"
906,"3"
907,"3"
908,"6"
909,"1"
910,"8"
911,"1"
912,"6"
913,"3"
914,"6"
915,"3"
916,"3"
917,"2"
918,"4"
919,"2"
920,"1"
921,"3"
922,"2"
923,"4"
924,"6"
925,"4"
926,"7"
927,"2"
928,"3"
929,"2"
930,"6"
931,"3"
932,"4"
933,"3"
934,"8"
935,"2"
936,"7"
937,"1"
938,"1"
939,"3"
940,"7"
941,"1"
942,"8"
943,"1"
944,"7"
945,"3"
946,"5"
947,"3"
948,"1"
949,"9"
950,"2"
951,"4"
952,"3"
953,"4"
954,"3"
955,"5"
956,"7"
957,"2"
958,"2"
959,"4"
960,"1"
961,"4"
962,"6"
963,"12"
964,"2"
965,"9"
967,"5"
968,"3"
969,"2"
970,"2"
971,"5"
972,"1"
973,"3"
974,"5"
975,"2"
976,"3"
977,"1"
978,"7"
979,"1"
980,"2"
981,"5"
982,"6"
983,"10"
984,"3"
985,"9"
986,"2"
987,"2"
988,"5"
989,"2"
990,"3"
991,"3"
992,"3"
994,"7"
995,"1"
996,"4"
997,"4"
998,"2"
999,"3"
1000,"3"
1001,"7"
1002,"3"
1003,"1"
1004,"5"
1005,"1"
1006,"4"
1007,"1"
1008,"1"
1009,"5"
1010,"2"
1011,"2"
1012,"1"
1013,"4"
1014,"2"
1015,"4"
1016,"4"
1017,"1"
1018,"7"
1019,"8"
1020,"5"
1021,"2"
1022,"3"
1023,"5"
1024,"5"
1025,"2"
1026,"3"
1027,"4"
1028,"1"
1029,"7"
1030,"4"
1031,"4"
1032,"3"
1033,"8"
1034,"3"
1035,"5"
1036,"2"
1037,"2"
1038,"4"
1039,"5"
1040,"2"
1041,"3"
1042,"3"
1043,"4"
1044,"3"
1045,"4"
1046,"2"
1047,"4"
1048,"8"
1049,"5"
1050,"2"
1051,"3"
1052,"4"
1053,"1"
1054,"5"
1055,"7"
1056,"5"
1057,"1"
1058,"2"
1059,"2"
1060,"3"
1061,"5"
1062,"5"
1063,"3"
1064,"4"
1065,"7"
1066,"5"
1067,"4"
1068,"2"
1069,"2"
1070,"3"
1071,"6"
1072,"1"
1073,"1"
1074,"3"
1075,"7"
1076,"8"
1077,"2"
1078,"1"
1079,"6"
1080,"2"
1081,"5"
1082,"3"
1083,"4"
1084,"3"
1085,"2"
1086,"2"
1087,"3"
1088,"1"
1089,"1"
1090,"1"
1091,"2"
1092,"3"
1093,"3"
1094,"4"
1095,"6"
1096,"4"
1097,"4"
1098,"4"
1099,"4"
1100,"1"
1101,"4"
1102,"3"
1103,"1"
1104,"2"
1105,"2"
1106,"2"
1107,"5"
1108,"3"
1109,"7"
1110,"3"
1111,"5"
1112,"1"
1113,"10"
1114,"5"
1115,"3"
1116,"3"
1117,"1"
1118,"6"
1119,"1"
1120,"4"
1121,"9"
1122,"5"
1123,"4"
1124,"9"
1125,"9"
1126,"2"
1127,"4"
1128,"1"
1129,"4"
1130,"6"
1131,"1"
1132,"5"
1133,"3"
1134,"2"
1135,"1"
1136,"7"
1137,"4"
1138,"2"
1139,"5"
1140,"4"
1141,"4"
1142,"2"
1143,"4"
1144,"3"
1145,"1"
1146,"1"
1147,"5"
1148,"7"
1149,"2"
1150,"7"
1151,"4"
1152,"7"
1153,"4"
1154,"9"
1155,"8"
1156,"3"
1157,"6"
1158,"5"
1159,"5"
1160,"5"
1161,"4"
1162,"5"
1163,"3"
1164,"3"
1165,"8"
1166,"4"
1167,"3"
1168,"10"
1169,"4"
1170,"13"
1171,"2"
1172,"2"
1173,"7"
1174,"1"
1175,"3"
1176,"3"
1177,"6"
1178,"5"
1179,"3"
1180,"6"
1181,"3"
1182,"3"
1183,"2"
1184,"5"
1185,"2"
1186,"2"
1187,"5"
1188,"1"
1189,"7"
1190,"2"
1191,"4"
1192,"6"
1193,"3"
1194,"3"
1195,"3"
1196,"2"
1197,"2"
1198,"3"
1199,"3"
1200,"7"
1201,"3"
1202,"5"
1203,"2"
1204,"2"
1205,"1"
1206,"4"
1207,"7"
1208,"5"
1209,"3"
1210,"4"
1211,"3"
1212,"2"
1213,"4"
1214,"2"
1215,"6"
1216,"6"
1217,"3"
1218,"5"
1219,"7"
1220,"3"
1221,"5"
1222,"6"
1223,"3"
1224,"3"
1225,"2"
1226,"4"
1227,"6"
1228,"3"
1229,"1"
1230,"4"
1231,"5"
1232,"9"
1233,"1"
1234,"4"
1235,"2"
1236,"6"
1237,"4"
1238,"5"
1239,"3"
1240,"11"
1241,"8"
1242,"3"
1243,"6"
1244,"7"
1245,"7"
1246,"7"
1247,"5"
1248,"5"
1249,"6"
1250,"3"
1251,"3"
1252,"3"
1253,"5"
1254,"5"
1255,"2"
1256,"9"
1257,"3"
1258,"8"
1259,"7"
1260,"9"
1261,"2"
1262,"8"
1263,"1"
1264,"5"
1265,"10"
1266,"4"
1267,"4"
1268,"3"
1269,"2"
1270,"2"
1271,"6"
1272,"7"
1273,"2"
1274,"7"
1275,"2"
1276,"7"
1277,"3"
1278,"2"
1279,"3"
1280,"3"
1281,"3"
1282,"2"
1283,"5"
1284,"7"
1285,"8"
1286,"3"
1287,"3"
1288,"6"
1289,"6"
1290,"5"
1291,"6"
1292,"4"
1293,"1"
1294,"1"
1295,"4"
1296,"8"
1297,"2"
1298,"7"
1299,"5"
1300,"4"
1301,"1"
1302,"3"
1303,"5"
1304,"1"
1305,"4"
1306,"7"
1307,"4"
1308,"3"
1309,"3"
1310,"4"
1311,"7"
1312,"3"
1313,"1"
1314,"2"
1315,"2"
1316,"6"
1317,"1"
1318,"2"
1319,"6"
1320,"1"
1321,"2"
1322,"8"
1323,"7"
1324,"3"
1325,"2"
1326,"3"
1327,"1"
1328,"3"
1329,"8"
1330,"2"
1331,"3"
1332,"1"
1333,"5"
1334,"1"
1335,"4"
1336,"5"
1337,"7"
1338,"3"
1339,"4"
1340,"1"
1341,"6"
1342,"1"
1343,"5"
1344,"7"
1345,"5"
1346,"5"
1347,"3"
1348,"6"
1349,"1"
1350,"1"
1351,"3"
1352,"3"
1353,"2"
1354,"1"
1355,"1"
1356,"1"
1357,"1"
1358,"5"
1359,"3"
1360,"3"
1361,"4"
1362,"4"
1363,"1"
1364,"4"
1365,"6"
1366,"2"
1367,"8"
1368,"6"
1369,"4"
1370,"9"
1371,"4"
1372,"2"
1373,"3"
1374,"5"
1375,"2"
1376,"2"
1378,"3"
1379,"5"
1380,"6"
1381,"1"
1382,"8"
1383,"4"
1384,"3"
1385,"1"
1386,"2"
1387,"5"
1388,"4"
1389,"4"
1390,"3"
1391,"5"
1392,"3"
1393,"2"
1394,"4"
1395,"1"
1396,"6"
1397,"3"
1398,"5"
1399,"1"
1400,"2"
1401,"9"
1402,"5"
1403,"6"
1404,"4"
1405,"3"
1406,"3"
1407,"3"
1408,"6"
1409,"1"
1410,"4"
1411,"2"
1412,"4"
1413,"1"
1414,"7"
1415,"3"
1416,"7"
1417,"2"
1418,"7"
1419,"2"
1420,"5"
1421,"6"
1422,"3"
1423,"3"
1424,"2"
1425,"2"
1426,"6"
1427,"4"
1428,"4"
1429,"6"
1430,"1"
1431,"4"
1432,"4"
1433,"2"
1434,"4"
1435,"3"
1436,"5"
1437,"6"
1438,"3"
1439,"3"
1440,"9"
1441,"2"
1442,"6"
1443,"2"
1444,"5"
1445,"1"
1446,"9"
1447,"5"
1448,"6"
1449,"3"
1450,"2"
1451,"6"
1452,"1"
1453,"5"
1454,"3"
1455,"1"
1456,"3"
1457,"8"
1458,"2"
1459,"1"
1460,"1"
1461,"6"
1462,"2"
1463,"5"
1464,"7"
1465,"2"
1466,"2"
1467,"1"
1468,"3"
1469,"1"
1470,"2"
1471,"1"
1472,"1"
1473,"2"
1474,"2"
1475,"3"
1476,"4"
1477,"1"
1478,"2"
1479,"6"
1480,"7"
1481,"1"
1482,"2"
1483,"3"
1484,"4"
1485,"1"
1486,"1"
1487,"5"
1488,"4"
1489,"2"
1490,"3"
1491,"4"
1492,"5"
1493,"6"
1494,"5"
1495,"3"
1496,"5"
1497,"8"
1498,"1"
1499,"3"
1500,"1"
1501,"2"
1502,"4"
1503,"4"
1504,"9"
1505,"7"
1506,"3"
1507,"4"
1508,"4"
1509,"7"
1510,"1"
1511,"2"
1512,"2"
1513,"4"
1514,"11"
1515,"3"
1516,"3"
1517,"9"
1518,"10"
1519,"5"
1520,"4"
1521,"2"
1522,"4"
1523,"5"
1524,"3"
1525,"2"
1526,"4"
1527,"2"
1528,"3"
1529,"6"
1530,"4"
1531,"2"
1532,"3"
1533,"10"
1534,"2"
1535,"7"
1536,"2"
1537,"12"
1538,"5"
1539,"6"
1540,"5"
1541,"3"
1542,"3"
1543,"4"
1544,"4"
1545,"4"
1546,"6"
1547,"6"
1548,"1"
1549,"2"
1550,"4"
1551,"2"
1552,"4"
1553,"6"
1554,"2"
1555,"8"
1556,"5"
1557,"2"
1558,"6"
1559,"2"
1560,"6"
1561,"5"
1562,"6"
1563,"1"
1564,"3"
1565,"5"
1566,"3"
1567,"2"
1568,"2"
1569,"6"
1570,"5"
1571,"6"
1572,"3"
1573,"4"
1574,"4"
1575,"5"
1576,"1"
1577,"5"
1578,"5"
1579,"1"
1580,"3"
1581,"2"
1582,"1"
1583,"12"
1584,"3"
1585,"1"
1586,"5"
1587,"4"
1588,"5"
1589,"2"
1590,"8"
1591,"2"
1592,"3"
1593,"5"
1594,"2"
1595,"3"
1596,"6"
1597,"3"
1598,"3"
1599,"3"
1600,"2"
1601,"8"
1602,"4"
1603,"4"
1604,"5"
1605,"3"
1606,"8"
1607,"4"
1608,"5"
1609,"3"
1610,"1"
1611,"1"
1612,"2"
1613,"6"
1614,"7"
1615,"3"
1616,"2"
1617,"3"
1618,"3"
1619,"5"
1620,"3"
1621,"6"
1622,"5"
1623,"5"
1624,"2"
1625,"5"
1626,"2"
1627,"4"
1628,"2"
1629,"5"
1630,"3"
1631,"4"
1632,"1"
1633,"3"
1634,"3"
1635,"6"
1636,"2"
1637,"4"
1638,"9"
1639,"2"
1640,"4"
1641,"11"
1642,"4"
1643,"4"
1644,"3"
1645,"1"
1646,"3"
1647,"7"
1648,"4"
1649,"7"
1650,"4"
1651,"1"
1652,"3"
1653,"1"
1654,"2"
1655,"5"
1656,"7"
1657,"5"
1658,"3"
1659,"2"
1660,"8"
1661,"2"
1662,"4"
1663,"4"
1664,"5"
1665,"4"
1666,"2"
1667,"3"
1668,"2"
1669,"8"
1670,"4"
1671,"7"
1672,"1"
1673,"6"
1674,"6"
1675,"3"
1676,"7"
1677,"6"
1678,"2"
1679,"1"
1680,"3"
1681,"2"
1682,"2"
1683,"5"
1684,"1"
1685,"8"
1686,"2"
1687,"2"
1688,"8"
1689,"1"
1690,"5"
1691,"1"
1692,"6"
1693,"6"
1694,"3"
1695,"5"
1696,"6"
1697,"6"
1698,"8"
1699,"3"
1700,"6"
1701,"9"
1702,"4"
1703,"1"
1704,"2"
1705,"2"
1706,"4"
1707,"5"
1708,"3"
1709,"2"
1710,"3"
1711,"1"
1712,"1"
1713,"3"
1714,"2"
1715,"2"
1716,"3"
1717,"1"
1718,"2"
1719,"1"
1720,"9"
1721,"1"
1722,"1"
1723,"3"
1724,"5"
1725,"1"
1726,"5"
1727,"8"
1728,"2"
1729,"3"
1730,"4"
1731,"4"
1732,"1"
1733,"9"
1734,"5"
1735,"3"
1736,"1"
1737,"3"
1738,"3"
1739,"6"
1740,"2"
1741,"3"
1742,"2"
1743,"1"
1744,"6"
1745,"3"
1746,"3"
1747,"3"
1748,"1"
1749,"5"
1750,"4"
1751,"2"
1752,"4"
1753,"5"
1754,"6"
1755,"2"
1756,"3"
1757,"1"
1758,"3"
1759,"6"
1760,"4"
1761,"2"
1762,"2"
1763,"5"
1764,"4"
1765,"6"
1766,"1"
1767,"10"
1768,"6"
1769,"3"
1770,"5"
1771,"1"
1772,"2"
1773,"6"
1774,"4"
1775,"1"
1776,"5"
1777,"7"
1778,"6"
1779,"7"
1780,"4"
1781,"8"
1782,"3"
1783,"4"
1784,"2"
1785,"8"
1786,"5"
1787,"2"
1788,"2"
1789,"3"
1790,"3"
1791,"3"
1792,"5"
1793,"3"
1794,"1"
1795,"1"
1796,"4"
1797,"2"
1798,"3"
1799,"3"
1800,"3"
1801,"7"
1802,"7"
1803,"5"
1804,"3"
1805,"4"
1806,"3"
1807,"4"
1808,"2"
1810,"3"
1811,"4"
1812,"8"
1813,"5"
1814,"2"
1815,"1"
1816,"7"
1817,"5"
1818,"4"
1819,"3"
1820,"3"
1821,"2"
1822,"3"
1823,"5"
1824,"2"
1825,"3"
1826,"4"
1827,"2"
1828,"8"
1829,"6"
1830,"4"
1831,"5"
1832,"3"
1833,"4"
1834,"3"
1835,"3"
1836,"1"
1837,"3"
1838,"2"
1839,"3"
1840,"2"
1841,"4"
1842,"7"
1843,"1"
1844,"1"
1845,"5"
1846,"2"
1847,"4"
1848,"4"
1849,"6"
1850,"4"
1851,"1"
1852,"2"
1853,"1"
1854,"3"
1855,"3"
1856,"3"
1857,"2"
1858,"8"
1859,"5"
1860,"5"
1861,"1"
1862,"5"
1863,"4"
1864,"6"
1865,"4"
1866,"4"
1867,"4"
1868,"3"
1869,"3"
1870,"5"
1871,"2"
1872,"6"
1873,"7"
1874,"11"
1875,"3"
1876,"6"
1877,"1"
1878,"5"
1879,"2"
1880,"2"
1881,"2"
1882,"3"
1883,"4"
1884,"2"
1885,"3"
1886,"2"
1887,"2"
1888,"4"
1889,"6"
1890,"3"
1891,"3"
1892,"2"
1893,"3"
1894,"5"
1895,"2"
1896,"3"
1897,"1"
1898,"3"
1899,"4"
1900,"3"
1901,"4"
1902,"8"
1903,"4"
1904,"4"
1905,"4"
1906,"1"
1907,"7"
1908,"2"
1909,"11"
1910,"2"
1911,"5"
1912,"7"
1913,"1"
1914,"2"
1915,"3"
1916,"4"
1917,"2"
1918,"5"
1919,"3"
1920,"7"
1921,"6"
1922,"1"
1923,"2"
1924,"1"
1925,"8"
1926,"5"
1927,"2"
1928,"2"
1929,"7"
1930,"3"
1931,"2"
1932,"6"
1933,"5"
1934,"3"
1935,"2"
1936,"4"
1937,"4"
1938,"2"
1939,"3"
1940,"4"
1941,"3"
1942,"5"
1943,"2"
1944,"4"
1945,"9"
1946,"1"
1947,"3"
1948,"7"
1949,"1"
1950,"2"
1951,"4"
1952,"4"
1953,"10"
1954,"1"
1955,"2"
1956,"5"
1957,"10"
1958,"3"
1959,"2"
1960,"3"
1961,"6"
1962,"4"
1963,"6"
1964,"3"
1965,"5"
1966,"2"
1967,"2"
1968,"2"
1969,"5"
1970,"2"
1971,"3"
1972,"2"
1973,"4"
1974,"3"
1975,"1"
1976,"5"
1977,"4"
1978,"6"
1979,"5"
1980,"7"
1981,"2"
1982,"8"
1983,"7"
1984,"9"
1985,"1"
1986,"5"
1987,"5"
1988,"4"
1989,"3"
1990,"4"
1991,"1"
1992,"8"
1993,"5"
1994,"4"
1995,"8"
1996,"6"
1997,"2"
1998,"7"
1999,"3"
2000,"2"
2001,"4"
2002,"6"
2003,"2"
2004,"3"
2005,"3"
2006,"5"
2007,"5"
2008,"3"
2009,"6"
2010,"2"
2011,"2"
2012,"3"
2013,"3"
2014,"1"
2015,"4"
2016,"2"
2017,"5"
2018,"8"
2019,"3"
2020,"2"
2021,"2"
2022,"4"
2023,"6"
2024,"4"
2025,"4"
2026,"4"
2027,"3"
2028,"6"
2029,"4"
2030,"7"
2031,"3"
2032,"11"
2033,"3"
2034,"1"
2035,"4"
2036,"2"
2037,"7"
2038,"4"
2039,"6"
2040,"6"
2041,"5"
2042,"2"
2043,"4"
2044,"3"
2045,"5"
2046,"6"
2047,"2"
2048,"3"
2049,"7"
2051,"4"
2052,"3"
2053,"5"
2054,"4"
2055,"1"
2056,"2"
2057,"5"
2058,"4"
2059,"12"
2060,"6"
2061,"1"
2062,"6"
2063,"6"
2064,"4"
2065,"3"
2066,"4"
2067,"2"
2068,"6"
2069,"2"
2070,"4"
2071,"3"
2072,"2"
2073,"2"
2074,"3"
2076,"5"
2077,"13"
2078,"4"
2079,"8"
2080,"3"
2081,"4"
2082,"1"
2083,"8"
2084,"2"
2085,"8"
2086,"3"
2087,"1"
2088,"5"
2089,"6"
2090,"4"
2091,"6"
2092,"5"
2093,"2"
2094,"4"
2095,"4"
2096,"3"
2097,"3"
2098,"5"
2099,"10"
2100,"5"
2101,"2"
2102,"2"
2103,"7"
2104,"6"
2105,"2"
2106,"3"
2107,"4"
2108,"6"
2109,"1"
2110,"2"
2111,"5"
2112,"3"
2113,"7"
2114,"2"
2115,"1"
2116,"3"
2117,"2"
2118,"3"
2119,"11"
2120,"3"
2121,"5"
2122,"4"
2123,"2"
2124,"5"
2125,"6"
2126,"1"
2127,"3"
2128,"4"
2129,"4"
2130,"6"
2131,"7"
2132,"3"
2133,"3"
2134,"4"
2135,"4"
2136,"5"
2137,"7"
2138,"3"
2139,"2"
2140,"4"
2141,"5"
2142,"2"
2143,"5"
2144,"4"
2145,"2"
2146,"2"
2147,"2"
