"user_id","age"
15690,"33"
14401,"25"
18205,"16"
8233,"22"
7703,"31"
3833,"15"
10505,"44"
3222,"23"
16275,"18"
9389,"52"
20889,"36"
11522,"30"
14155,"54"
2139,"24"
6065,"17"
6568,"14"
15195,"23"
16110,"53"
14773,"32"
5540,"35"
2909,"34"
7637,"40"
13464,"37"
6673,"46"
15283,"20"
346,"24"
3276,"21"
15122,"16"
11457,"14"
16351,"25"
291,"14"
12656,"15"
7816,"18"
18813,"40"
12121,"41"
18491,"42"
4980,"21"
3687,"40"
2147,"51"
12064,"38"
15386,"47"
20703,"51"
11868,"20"
20567,"32"
1694,"16"
20276,"29"
20270,"22"
20812,"50"
20260,"18"
16089,"42"
20362,"49"
18327,"42"
18149,"49"
6180,"14"
17876,"26"
6096,"14"
17610,"50"
8779,"29"
18427,"37"
5328,"46"
13544,"51"
4495,"18"
15827,"42"
14651,"27"
2559,"53"
17391,"27"
553,"35"
9029,"53"
3798,"31"
19191,"47"
21358,"42"
20573,"49"
12515,"14"
20655,"45"
10269,"44"
6977,"34"
21125,"27"
1035,"31"
16817,"30"
7037,"31"
15133,"15"
20912,"37"
9322,"43"
3175,"46"
12344,"48"
2336,"54"
14055,"50"
16994,"16"
5111,"22"
4384,"24"
16307,"41"
12929,"15"
8098,"22"
9048,"47"
20638,"14"
5855,"53"
3782,"31"
13542,"36"
17800,"19"
940,"43"
12404,"35"
7119,"17"
18654,"39"
16042,"23"
8604,"24"
13892,"13"
12974,"37"
2025,"42"
11517,"39"
9873,"23"
11670,"23"
13393,"18"
4295,"21"
7939,"47"
10559,"25"
19583,"14"
4454,"32"
5109,"40"
15370,"52"
3912,"42"
18952,"48"
407,"42"
14929,"45"
11413,"31"
11893,"54"
771,"34"
16681,"52"
10313,"51"
19812,"25"
21274,"48"
3894,"14"
10447,"42"
14794,"20"
12260,"39"
11622,"19"
10862,"22"
18804,"21"
6283,"52"
8007,"18"
9142,"29"
1972,"16"
19465,"41"
9999,"15"
2049,"15"
20923,"54"
16353,"22"
3283,"41"
2955,"41"
17129,"33"
20042,"50"
1862,"31"
5637,"22"
12683,"25"
15049,"20"
18693,"20"
17475,"41"
17864,"34"
9184,"24"
4681,"35"
17260,"38"
14940,"17"
5738,"19"
11050,"33"
302,"53"
14113,"41"
1432,"18"
18179,"46"
2616,"22"
637,"43"
2406,"35"
8605,"38"
13656,"37"
11537,"14"
20763,"46"
15451,"54"
12595,"29"
9171,"14"
3524,"19"
3750,"35"
16508,"18"
14294,"22"
1077,"33"
16732,"18"
15999,"38"
20352,"17"
2003,"30"
9269,"32"
19528,"35"
16150,"22"
12366,"35"
14379,"41"
19114,"45"
7306,"14"
1932,"39"
1445,"15"
33,"47"
5830,"52"
12440,"32"
4216,"34"
3623,"37"
16363,"21"
18972,"18"
9466,"38"
11142,"32"
20073,"51"
7372,"52"
11865,"47"
9664,"19"
4508,"20"
6216,"23"
16337,"14"
11649,"44"
20081,"29"
1346,"23"
21326,"21"
13199,"37"
18172,"28"
131,"41"
15845,"38"
8119,"23"
789,"41"
21302,"23"
10910,"15"
20219,"54"
13206,"17"
202,"35"
8097,"51"
15304,"48"
4442,"42"
4690,"19"
17358,"46"
8434,"20"
12391,"20"
7993,"27"
12529,"30"
11083,"49"
20633,"51"
814,"32"
13485,"42"
20084,"42"
16957,"49"
9055,"18"
18636,"40"
14821,"15"
19977,"15"
6805,"41"
4719,"38"
13161,"20"
2517,"30"
3168,"52"
20229,"30"
16248,"42"
9708,"38"
12109,"36"
774,"49"
1332,"26"
2694,"47"
19422,"33"
17602,"51"
14945,"37"
12947,"43"
13720,"36"
10172,"39"
1420,"55"
14725,"20"
5800,"16"
16069,"36"
18181,"36"
2705,"49"
11745,"52"
17112,"36"
8718,"35"
757,"19"
5200,"15"
3414,"14"
3530,"21"
8591,"30"
9554,"51"
17740,"49"
12162,"23"
4448,"40"
20564,"31"
13745,"30"
11315,"15"
12578,"39"
12703,"37"
9941,"21"
8307,"21"
18314,"53"
11624,"15"
4243,"40"
15858,"38"
20297,"42"
825,"22"
12210,"54"
14626,"21"
12496,"34"
14085,"23"
8367,"16"
13061,"28"
13926,"50"
16573,"55"
13540,"45"
3289,"37"
8870,"46"
6270,"25"
9137,"42"
15505,"38"
7927,"26"
1189,"46"
1548,"26"
9058,"20"
2704,"19"
19115,"16"
14145,"31"
17367,"36"
12739,"14"
18703,"49"
13446,"40"
16113,"40"
4668,"45"
5638,"37"
8687,"26"
9825,"26"
7016,"51"
2836,"16"
19231,"26"
15182,"23"
15582,"17"
7996,"44"
15687,"30"
17263,"30"
11247,"24"
19219,"23"
3588,"45"
20902,"40"
14886,"44"
5783,"54"
2365,"47"
13152,"43"
18934,"54"
18335,"51"
21181,"46"
13679,"46"
12751,"27"
9250,"45"
19959,"40"
1822,"47"
7484,"29"
13526,"40"
3101,"28"
14771,"38"
18198,"32"
11411,"23"
7114,"42"
2761,"18"
4260,"35"
12579,"38"
8805,"34"
7504,"40"
18402,"52"
11218,"47"
11143,"53"
16682,"31"
2747,"27"
19291,"52"
1699,"16"
2610,"20"
21248,"34"
4630,"44"
18653,"46"
14434,"38"
2784,"20"
1198,"23"
12846,"28"
9627,"50"
4996,"28"
12843,"35"
13577,"19"
2563,"17"
2988,"45"
18596,"21"
19877,"35"
8800,"51"
13418,"54"
6678,"45"
9640,"43"
12425,"52"
14005,"15"
2903,"25"
2392,"35"
904,"15"
10690,"38"
17433,"32"
21092,"30"
10723,"37"
11418,"42"
3697,"44"
15398,"15"
16454,"54"
6484,"36"
13556,"44"
1490,"41"
429,"33"
4239,"14"
8234,"28"
13262,"34"
18480,"51"
12561,"37"
18823,"26"
11378,"15"
6309,"36"
15752,"53"
3451,"37"
7225,"48"
1873,"15"
5347,"27"
19795,"35"
6307,"23"
18284,"22"
16022,"42"
12410,"54"
20054,"17"
18006,"35"
10787,"47"
5776,"38"
2146,"44"
11426,"33"
17580,"17"
11917,"24"
9830,"39"
1209,"27"
778,"22"
21273,"33"
16701,"34"
12457,"37"
19777,"42"
5757,"38"
13320,"32"
8239,"40"
6164,"16"
10488,"42"
3901,"32"
6496,"24"
17320,"40"
14491,"53"
4910,"37"
11728,"19"
4172,"47"
555,"53"
6543,"19"
14538,"41"
9667,"32"
9283,"25"
6924,"49"
18606,"19"
16015,"46"
12377,"54"
5499,"14"
2602,"55"
11053,"27"
5663,"35"
3444,"22"
3876,"39"
16525,"50"
11342,"14"
279,"34"
19234,"38"
17262,"16"
9849,"15"
6088,"50"
15784,"46"
6083,"30"
20108,"21"
12999,"19"
15521,"28"
17038,"38"
13980,"40"
20113,"24"
2930,"37"
3173,"14"
824,"33"
7695,"41"
2381,"35"
11802,"17"
20272,"20"
16929,"38"
14280,"18"
18220,"37"
4421,"39"
8704,"52"
6574,"24"
3079,"47"
5555,"23"
7036,"54"
7002,"18"
1033,"27"
929,"21"
19480,"45"
9650,"15"
2811,"44"
18648,"41"
3261,"23"
20093,"34"
18088,"29"
7287,"47"
123,"25"
6853,"22"
3646,"37"
20426,"30"
15805,"52"
14074,"15"
16217,"34"
10864,"22"
3982,"28"
3125,"35"
6909,"13"
3619,"31"
17419,"15"
7092,"35"
957,"14"
20171,"30"
18717,"53"
17002,"34"
21238,"51"
14512,"23"
15153,"36"
9060,"53"
10573,"31"
15560,"54"
9197,"27"
15868,"47"
8340,"40"
14137,"31"
3475,"25"
20420,"25"
1162,"20"
7795,"52"
20489,"26"
20365,"43"
16717,"16"
7049,"31"
1280,"45"
16666,"55"
4204,"42"
12780,"48"
14952,"24"
2103,"14"
1919,"50"
16728,"43"
12127,"47"
14205,"28"
11006,"16"
15878,"18"
11064,"52"
3539,"24"
20885,"16"
5827,"27"
12534,"46"
8235,"43"
15828,"25"
8725,"26"
19904,"54"
10285,"53"
13794,"31"
19448,"37"
8465,"17"
11531,"53"
872,"49"
15394,"30"
5495,"22"
444,"34"
14578,"55"
1823,"16"
18151,"53"
20893,"53"
15407,"14"
17470,"34"
9179,"26"
20045,"16"
441,"14"
14431,"31"
18524,"32"
8655,"14"
13232,"45"
20016,"25"
7645,"27"
20478,"13"
9156,"47"
9847,"46"
9874,"30"
10553,"37"
4764,"52"
11667,"30"
9642,"37"
8904,"48"
3606,"34"
12447,"30"
18565,"50"
5537,"38"
3044,"46"
1575,"19"
18668,"40"
11012,"49"
13062,"35"
19898,"17"
17050,"39"
20645,"38"
15035,"18"
4075,"43"
4266,"20"
16712,"54"
1577,"37"
17352,"36"
12923,"25"
12586,"14"
3920,"15"
6963,"42"
19513,"27"
2750,"43"
14599,"55"
5435,"44"
12151,"44"
5988,"33"
12634,"38"
17900,"49"
16703,"43"
15838,"19"
21055,"38"
16953,"25"
1166,"31"
9715,"21"
3766,"14"
16312,"34"
10632,"47"
753,"46"
11372,"38"
4390,"34"
16055,"42"
11620,"45"
5960,"40"
7692,"25"
481,"47"
15590,"30"
1584,"15"
7149,"47"
668,"21"
1199,"52"
5899,"15"
9309,"30"
19628,"45"
11107,"32"
6951,"54"
6846,"14"
12161,"46"
425,"27"
2150,"26"
6221,"37"
2305,"35"
3367,"52"
4957,"52"
6888,"18"
19251,"39"
17858,"18"
10652,"54"
13812,"32"
6193,"20"
20990,"32"
14799,"27"
9381,"14"
19906,"22"
12551,"35"
935,"32"
20411,"49"
9241,"42"
16278,"21"
5096,"55"
5849,"40"
10857,"32"
19552,"43"
14240,"42"
15461,"52"
6463,"31"
5332,"42"
2644,"43"
19287,"28"
10824,"34"
5359,"48"
17791,"23"
6133,"42"
17435,"43"
4937,"50"
6108,"28"
1355,"35"
4873,"45"
5530,"19"
10619,"51"
9481,"47"
507,"32"
6647,"17"
19409,"51"
2677,"31"
7874,"49"
20559,"34"
3989,"44"
10133,"22"
11052,"40"
14003,"42"
228,"47"
18131,"44"
5213,"24"
18990,"35"
4650,"45"
4439,"44"
17944,"54"
8769,"42"
9441,"52"
15033,"18"
20978,"17"
13257,"40"
1513,"55"
8569,"32"
4603,"53"
4422,"31"
11874,"44"
10800,"17"
1167,"38"
4896,"28"
5745,"30"
20359,"39"
9879,"47"
7167,"15"
5105,"55"
16903,"28"
6359,"46"
6200,"15"
18294,"34"
1900,"37"
13582,"38"
13835,"27"
12917,"22"
5013,"39"
1785,"34"
20682,"45"
20691,"27"
2386,"31"
15181,"15"
1507,"55"
2831,"20"
2684,"19"
11541,"21"
9125,"22"
18629,"34"
17771,"18"
3231,"31"
8385,"33"
17671,"22"
17961,"37"
10614,"29"
13852,"40"
19270,"32"
128,"19"
3610,"44"
10046,"34"
2801,"23"
9871,"37"
14114,"30"
484,"45"
21184,"52"
18534,"18"
4035,"35"
10745,"38"
3159,"27"
14364,"21"
16842,"46"
10404,"25"
21393,"19"
5643,"53"
6508,"15"
18346,"31"
12097,"47"
13408,"28"
1805,"43"
17698,"33"
2366,"54"
15316,"39"
1050,"14"
12502,"16"
16715,"46"
950,"34"
6383,"23"
7345,"36"
808,"24"
2067,"40"
11185,"25"
19419,"14"
10682,"29"
1024,"30"
14736,"48"
15067,"14"
2393,"15"
21164,"46"
20044,"44"
20007,"40"
6626,"27"
6276,"22"
8804,"48"
8709,"42"
12232,"41"
9564,"41"
4129,"37"
15399,"23"
10301,"23"
8695,"43"
9159,"14"
11229,"41"
8018,"23"
5073,"23"
3561,"42"
8202,"31"
17796,"24"
19850,"50"
2438,"33"
17479,"43"
1652,"50"
18590,"50"
5280,"44"
13219,"36"
7753,"28"
5943,"52"
13317,"48"
1442,"49"
12957,"27"
17185,"45"
18724,"34"
7597,"17"
1709,"53"
10131,"53"
9599,"27"
1282,"39"
8556,"24"
19943,"30"
13768,"25"
19091,"22"
3097,"38"
7659,"28"
12879,"22"
11425,"17"
17533,"43"
8216,"25"
7271,"29"
7334,"37"
16690,"52"
15376,"39"
5959,"43"
11921,"29"
9822,"27"
11059,"34"
5269,"45"
5622,"53"
13783,"37"
20663,"52"
614,"35"
19265,"53"
5400,"16"
16818,"41"
4090,"23"
384,"27"
19508,"33"
5467,"24"
1581,"25"
1222,"15"
584,"33"
18557,"21"
3851,"54"
11829,"13"
6027,"21"
10887,"25"
16822,"43"
849,"51"
15809,"25"
13895,"20"
17793,"29"
15279,"37"
6714,"14"
8676,"22"
20930,"26"
6555,"18"
6747,"26"
7155,"26"
10292,"45"
3546,"26"
17338,"26"
15477,"15"
18271,"16"
1429,"23"
19100,"17"
19227,"46"
17412,"25"
3298,"23"
8050,"24"
6875,"41"
1345,"51"
1315,"47"
12175,"41"
3103,"26"
4437,"34"
20399,"40"
11710,"47"
8158,"18"
4571,"17"
4311,"25"
5282,"13"
3803,"29"
17225,"27"
11821,"28"
16843,"54"
5584,"21"
6857,"35"
1617,"36"
18166,"50"
10705,"23"
2514,"19"
17301,"29"
9326,"39"
4918,"16"
18506,"48"
4580,"20"
18264,"16"
11634,"25"
15975,"42"
17885,"14"
3422,"45"
11496,"14"
8558,"30"
6778,"15"
20340,"17"
11112,"41"
4780,"38"
2527,"42"
13335,"17"
16195,"21"
20669,"44"
15634,"14"
3105,"29"
18440,"50"
20726,"21"
1489,"52"
722,"28"
12087,"43"
11224,"43"
9261,"55"
10822,"14"
12389,"49"
14639,"14"
7351,"13"
19319,"25"
18361,"46"
6832,"46"
8197,"35"
12602,"49"
18669,"24"
19060,"17"
7169,"52"
12229,"36"
10248,"49"
15960,"21"
14520,"25"
6367,"26"
20035,"53"
17699,"26"
10028,"42"
4163,"27"
9912,"55"
1255,"40"
10232,"41"
12934,"29"
1147,"16"
1858,"23"
6026,"30"
15991,"43"
18176,"52"
11341,"30"
12908,"42"
19097,"39"
3938,"35"
6627,"21"
6684,"38"
17788,"49"
20361,"52"
16837,"30"
20064,"40"
10635,"46"
16668,"18"
5777,"25"
18901,"33"
20750,"43"
12365,"19"
17254,"53"
5222,"43"
2356,"44"
12893,"15"
7787,"37"
17264,"47"
6443,"47"
9921,"51"
3734,"40"
19593,"39"
13162,"19"
4086,"21"
18168,"45"
18446,"52"
12985,"54"
3827,"41"
19170,"43"
15574,"22"
13718,"54"
10346,"26"
20891,"38"
11276,"29"
20971,"48"
4087,"32"
12783,"37"
1523,"42"
4274,"46"
5302,"45"
18900,"55"
18921,"41"
6284,"34"
3625,"37"
9194,"25"
17161,"29"
10595,"32"
20031,"53"
5526,"42"
6268,"15"
15413,"44"
3332,"47"
19879,"31"
12547,"34"
14747,"20"
7656,"53"
6012,"38"
3854,"36"
11313,"49"
20257,"39"
16059,"37"
15891,"13"
4037,"52"
1574,"50"
20752,"13"
21383,"33"
16588,"44"
14524,"29"
12930,"44"
12654,"40"
5821,"20"
6954,"33"
7765,"46"
4077,"20"
19193,"29"
19380,"42"
19857,"54"
326,"15"
3768,"40"
19868,"30"
6609,"30"
3708,"43"
19151,"33"
15893,"39"
19065,"16"
404,"28"
9506,"49"
949,"32"
6293,"24"
6559,"23"
19684,"48"
4376,"14"
12885,"51"
1177,"54"
16119,"44"
1949,"35"
15921,"35"
5930,"29"
844,"43"
6600,"19"
7534,"50"
19824,"48"
11943,"26"
20166,"24"
3567,"48"
19104,"36"
10439,"34"
4912,"50"
8557,"50"
20363,"15"
398,"45"
7054,"49"
7911,"14"
9994,"24"
12619,"50"
14742,"35"
1211,"28"
8723,"32"
10729,"39"
10429,"32"
6861,"19"
16093,"43"
1122,"29"
2429,"52"
8483,"14"
7562,"39"
7023,"34"
14607,"14"
5196,"53"
14930,"15"
9956,"27"
12764,"23"
1927,"40"
8427,"19"
2299,"47"
1412,"46"
14050,"21"
13221,"39"
3978,"39"
17427,"32"
12588,"54"
1159,"17"
19892,"15"
12658,"33"
7594,"39"
10262,"29"
1226,"50"
144,"52"
21165,"54"
18898,"26"
4865,"42"
3907,"51"
18916,"31"
2397,"27"
4997,"33"
18226,"33"
17730,"43"
4992,"52"
2726,"32"
3345,"31"
8453,"44"
16039,"26"
7394,"15"
6020,"42"
10120,"27"
12134,"21"
9187,"13"
18472,"44"
16946,"36"
21389,"17"
20855,"46"
13699,"25"
13197,"28"
4892,"39"
17576,"43"
21159,"23"
17451,"31"
7459,"42"
7994,"49"
77,"35"
1917,"31"
20945,"39"
4297,"38"
20120,"15"
13520,"29"
12756,"44"
10817,"41"
14303,"21"
11085,"49"
4829,"32"
18160,"34"
16618,"49"
40,"33"
14111,"42"
12066,"18"
3998,"39"
10350,"51"
18215,"53"
9577,"33"
9575,"45"
2275,"51"
695,"41"
17522,"43"
17823,"37"
14583,"27"
19444,"53"
10988,"55"
7715,"49"
1621,"28"
16045,"43"
20757,"14"
2993,"14"
3089,"31"
13798,"38"
15428,"37"
4795,"43"
11697,"51"
10271,"21"
7598,"53"
18017,"41"
11273,"44"
1316,"49"
18251,"52"
19934,"19"
7150,"29"
21154,"25"
5920,"23"
11594,"28"
12813,"45"
2523,"35"
16046,"38"
13826,"43"
9779,"44"
9778,"25"
5646,"22"
14239,"44"
7913,"24"
2128,"26"
19223,"42"
6662,"32"
18931,"28"
10503,"36"
10288,"16"
13833,"41"
18555,"23"
10339,"21"
15819,"32"
6668,"18"
3866,"41"
5882,"14"
10222,"37"
5925,"39"
5697,"25"
2092,"32"
19439,"23"
18759,"18"
12478,"27"
9663,"14"
12738,"29"
8831,"40"
7411,"13"
16936,"20"
11174,"25"
6076,"42"
6743,"21"
11856,"48"
10590,"27"
12555,"24"
10387,"54"
5253,"36"
9719,"34"
8872,"34"
8528,"25"
10500,"26"
15914,"55"
13935,"36"
17810,"54"
10551,"45"
11799,"47"
10076,"26"
822,"55"
10261,"41"
12882,"21"
15006,"50"
10742,"18"
1337,"29"
7936,"15"
15127,"25"
3236,"18"
10487,"30"
7077,"33"
13391,"43"
7857,"38"
5323,"39"
6256,"20"
12994,"44"
19486,"25"
13025,"55"
14987,"21"
2378,"18"
10709,"42"
4605,"29"
9567,"41"
4281,"21"
17124,"17"
15393,"32"
6518,"14"
4926,"40"
15873,"47"
14422,"14"
2211,"32"
14984,"36"
14808,"38"
16348,"43"
3895,"15"
20445,"50"
10757,"43"
12886,"47"
13070,"14"
12042,"19"
20872,"55"
20249,"19"
8689,"50"
5075,"39"
3682,"23"
800,"30"
8586,"14"
20613,"35"
19206,"26"
2250,"53"
2560,"53"
948,"42"
19392,"49"
16721,"34"
17524,"38"
13010,"33"
16596,"52"
2432,"51"
585,"40"
12603,"17"
21171,"35"
16892,"36"
18530,"17"
27,"24"
12200,"51"
18457,"30"
10596,"49"
7020,"54"
1358,"47"
8553,"16"
12702,"35"
6711,"16"
14963,"52"
16433,"30"
8966,"39"
9592,"49"
14355,"26"
19654,"39"
2953,"46"
2706,"46"
14066,"34"
15929,"27"
360,"41"
19698,"50"
9643,"34"
18646,"18"
7579,"42"
18331,"28"
10644,"35"
4329,"24"
18873,"53"
3692,"26"
12585,"51"
17502,"24"
15322,"23"
16268,"54"
1120,"23"
14394,"36"
6623,"37"
6365,"22"
3199,"42"
16318,"20"
10407,"27"
18851,"34"
19948,"32"
13506,"41"
8978,"50"
4640,"21"
16025,"31"
12255,"17"
12797,"16"
6360,"34"
7229,"49"
19322,"15"
16624,"23"
6410,"16"
2004,"29"
7496,"53"
17434,"22"
18840,"14"
