user_id,birth_date,gender,city,traffic_source
10542,1978-01-03,male,Saint Petersburg,ads
15102,1983-02-27,male,Novosibirsk,ads
4231,1999-08-28,male,Saint Petersburg,organic
9957,2007-07-05,male,Moscow,ads
591,1971-01-06,female,Saint Petersburg,organic
14396,1988-01-16,female,Moscow,referral
5833,1998-06-10,male,Moscow,ads
4706,1979-06-10,male,Moscow,organic
1803,1989-08-10,male,Moscow,organic
15028,1993-07-21,male,Moscow,organic
8890,1987-08-14,female,Kazan,organic
5209,2004-02-11,male,Moscow,organic
6174,1986-08-25,male,Kazan,ads
9217,2004-11-14,female,Yekaterinburg,organic
13885,1977-09-11,female,Moscow,organic
21208,2003-04-15,male,Moscow,ads
625,1970-11-19,male,Moscow,ads
12848,2002-08-03,female,Kazan,organic
12006,1987-07-08,male,Yekaterinburg,referral
6552,1984-05-17,female,Moscow,ads
3673,1999-08-24,male,Moscow,organic
14117,1990-12-26,female,Moscow,referral
18904,2006-02-28,female,Moscow,ads
14283,1981-02-23,female,Moscow,organic
17031,1998-05-18,male,Moscow,referral
19377,1981-07-20,male,Saint Petersburg,organic
17020,1994-05-07,female,Saint Petersburg,organic
5818,2000-11-04,male,Saint Petersburg,organic
1826,1989-09-25,female,Moscow,organic
3651,1990-03-17,male,Novosibirsk,ads
20784,1984-03-24,female,Moscow,organic
5026,1968-09-15,male,Moscow,ads
5317,2003-12-11,female,Moscow,ads
12562,1991-02-04,female,Novosibirsk,ads
1824,1976-06-27,female,Moscow,ads
12379,1969-11-09,female,Moscow,ads
17385,1991-08-22,male,Moscow,organic
18406,2000-04-15,female,Moscow,ads
6493,1991-10-27,female,Saint Petersburg,ads
17200,1978-03-27,female,Moscow,organic
14374,1968-10-23,male,Moscow,organic
9032,1986-10-21,male,Saint Petersburg,referral
21000,2003-09-27,male,Moscow,referral
13337,1995-01-06,female,Saint Petersburg,organic
2243,1986-09-21,male,Saint Petersburg,organic
8942,2005-08-01,female,Saint Petersburg,organic
14079,1967-12-15,female,Moscow,ads
13943,1988-10-03,female,Moscow,referral
12217,1997-11-29,male,Moscow,referral
14866,1998-04-28,female,Moscow,organic
14768,1976-05-25,female,Moscow,organic
15632,1975-12-11,male,Moscow,organic
9021,2003-07-22,female,Moscow,referral
7760,1967-07-02,male,Moscow,ads
11212,1999-11-09,female,Moscow,organic
7034,1980-01-13,female,Moscow,organic
1556,1987-06-25,female,Moscow,organic
12806,2000-03-17,male,Novosibirsk,organic
19262,1970-03-15,male,Moscow,ads
12526,1972-10-13,female,Saint Petersburg,referral
7080,1967-01-22,female,Novosibirsk,ads
5351,2003-11-06,male,Saint Petersburg,organic
11752,1988-05-12,male,Saint Petersburg,ads
13932,1979-04-18,male,Saint Petersburg,organic
19112,1967-12-27,male,Saint Petersburg,ads
4449,1989-06-03,female,Moscow,ads
2015,2003-07-10,male,Saint Petersburg,organic
18987,1988-04-17,male,Yekaterinburg,ads
8614,1977-07-12,female,Moscow,organic
9634,1998-12-23,female,Moscow,organic
20897,1992-12-15,male,Moscow,ads
16985,1988-09-04,female,Moscow,ads
8755,1997-04-29,male,Yekaterinburg,ads
20680,1987-12-05,male,Saint Petersburg,ads
6787,1998-12-03,male,Moscow,ads
10139,1976-03-15,female,Moscow,ads
6640,1971-02-20,male,Novosibirsk,organic
8115,1983-01-19,male,Saint Petersburg,organic
19085,1986-05-12,female,Novosibirsk,ads
6601,1994-03-11,male,Moscow,referral
686,2003-10-16,female,Saint Petersburg,referral
10928,1994-06-07,male,Moscow,referral
3875,1978-04-21,female,Kazan,ads
3421,1988-07-10,female,Saint Petersburg,organic
18092,1994-04-29,male,Novosibirsk,organic
17500,1977-05-23,male,Moscow,organic
8267,2008-07-11,male,Saint Petersburg,ads
15364,1970-06-06,male,Moscow,organic
16670,1996-12-25,male,Moscow,ads
20039,1995-09-02,male,Moscow,organic
19663,1997-06-08,female,Saint Petersburg,referral
1245,1992-01-21,male,Moscow,ads
17203,1969-11-09,male,Moscow,organic
7241,1970-03-30,female,Moscow,organic
5807,1981-01-18,female,Moscow,ads
14136,1996-04-26,female,Yekaterinburg,organic
8889,1993-09-14,male,Novosibirsk,organic
3180,2002-03-10,male,Moscow,referral
18517,1974-04-10,male,Moscow,ads
18023,2008-10-01,male,Saint Petersburg,ads
15856,1991-12-08,female,Kazan,organic
21130,2006-11-27,male,Yekaterinburg,organic
11819,1987-04-16,female,Moscow,organic
5725,1988-11-11,female,Moscow,ads
7432,1993-05-10,female,Moscow,organic
5610,1972-04-12,male,Novosibirsk,ads
7360,1998-01-16,female,Moscow,ads
18553,2005-04-24,female,Moscow,organic
4606,1984-05-13,male,Kazan,organic
18959,2000-05-23,male,Moscow,ads
15683,1988-11-08,female,Saint Petersburg,organic
7614,1981-03-25,male,Saint Petersburg,organic
902,1974-04-28,male,Saint Petersburg,organic
9496,1991-10-13,female,Moscow,organic
19573,1972-09-29,female,Saint Petersburg,organic
3122,2004-10-23,male,Moscow,organic
12627,2004-12-28,female,Moscow,ads
827,2002-03-11,female,Moscow,ads
19157,1995-04-10,female,Moscow,organic
12580,1973-10-25,female,Saint Petersburg,ads
15213,1996-02-07,male,Moscow,organic
5017,2007-11-04,male,Kazan,ads
109,1971-01-17,male,Moscow,organic
20430,2002-03-19,female,Novosibirsk,ads
9914,2000-04-27,male,Moscow,ads
12013,1974-05-20,male,Saint Petersburg,ads
7730,2003-10-22,male,Kazan,ads
8962,1992-02-13,female,Moscow,referral
2006,2005-07-15,female,Kazan,organic
2881,1999-08-11,female,Moscow,ads
6887,1996-11-15,female,Moscow,organic
17908,1977-11-16,male,Yekaterinburg,ads
5671,1968-07-30,female,Yekaterinburg,ads
6755,2008-06-29,female,Novosibirsk,organic
16262,1977-02-13,female,Moscow,organic
1505,1986-07-27,male,Yekaterinburg,referral
20996,2002-09-09,female,Saint Petersburg,ads
12419,1979-03-02,male,Saint Petersburg,organic
9965,1993-11-13,female,Moscow,ads
20898,1979-08-02,female,Moscow,organic
6907,1982-12-14,female,Moscow,ads
12014,1991-06-25,male,Moscow,ads
13135,2004-09-01,female,Kazan,referral
12571,1967-05-15,female,Moscow,organic
21041,1980-05-30,male,Saint Petersburg,ads
6587,1970-05-09,female,Saint Petersburg,organic
21001,1967-12-03,female,Moscow,organic
4153,1974-12-19,female,Moscow,ads
13331,1994-01-21,male,Saint Petersburg,referral
1253,1978-06-16,female,Moscow,ads
13329,2000-06-19,female,Saint Petersburg,organic
14523,1971-07-23,female,Moscow,ads
4883,1975-02-13,female,Moscow,referral
19337,2003-02-25,female,Novosibirsk,ads
4995,2007-10-14,female,Moscow,ads
8044,1976-10-03,male,Saint Petersburg,organic
19748,2006-02-07,male,Moscow,ads
19515,1986-09-07,female,Saint Petersburg,ads
8389,1975-01-21,female,Moscow,ads
12062,1988-10-02,male,Moscow,ads
16190,2002-09-25,female,Moscow,organic
6780,1997-10-15,female,Moscow,referral
9568,1989-11-09,male,Moscow,organic
6150,1992-12-17,male,Moscow,organic
7481,1985-03-22,male,Moscow,organic
9850,1988-08-22,female,Yekaterinburg,organic
16466,1973-11-22,male,Kazan,organic
7693,1980-09-15,female,Moscow,organic
8555,1970-12-17,female,Saint Petersburg,organic
7268,1970-03-19,female,Moscow,ads
14988,2008-05-13,male,Moscow,organic
10165,1994-08-21,male,Saint Petersburg,organic
8801,1998-10-01,female,Saint Petersburg,ads
869,1978-10-31,male,Saint Petersburg,referral
1215,1998-05-29,female,Moscow,organic
20119,1985-01-30,female,Moscow,organic
939,2007-07-29,male,Saint Petersburg,organic
1428,1974-02-12,male,Saint Petersburg,referral
909,1979-07-24,female,Saint Petersburg,organic
2939,2003-10-18,female,Moscow,ads
17592,1987-02-10,male,Yekaterinburg,ads
9948,1986-04-05,female,Novosibirsk,ads
5980,2001-01-10,male,Moscow,ads
3863,1992-06-02,female,Moscow,ads
10794,2006-11-21,male,Moscow,ads
9530,1969-12-01,female,Moscow,organic
10708,1992-05-05,male,Moscow,referral
17328,2005-02-18,female,Kazan,referral
10450,1973-05-22,male,Moscow,organic
8643,1982-11-20,male,Yekaterinburg,organic
6793,1973-07-22,male,Moscow,ads
18942,2006-02-11,male,Moscow,organic
17707,2008-12-01,female,Novosibirsk,referral
17575,1967-07-25,male,Moscow,ads
19002,1987-06-06,male,Saint Petersburg,organic
7739,1983-06-09,male,Moscow,organic
18745,1972-05-17,male,Moscow,ads
10256,2000-07-25,female,Moscow,organic
1304,1995-11-22,male,Saint Petersburg,ads
2623,1981-01-12,male,Saint Petersburg,ads
16859,1970-08-11,female,Yekaterinburg,organic
2474,1987-08-15,male,Moscow,ads
4426,1979-11-13,male,Moscow,organic
16848,1976-07-20,female,Yekaterinburg,organic
8527,1971-01-13,female,Moscow,organic
19613,1983-08-30,female,Moscow,organic
10059,1998-01-15,male,Moscow,organic
20474,1998-10-25,male,Moscow,organic
14312,1995-12-11,male,Novosibirsk,referral
18297,1985-03-21,male,Moscow,ads
17277,2005-10-16,male,Moscow,organic
19690,1994-08-07,male,Moscow,ads
12337,1984-06-18,male,Saint Petersburg,ads
16317,1971-12-12,female,Moscow,ads
9224,1991-11-03,male,Moscow,organic
954,1983-07-11,male,Novosibirsk,organic
2410,2003-01-02,male,Yekaterinburg,organic
15165,1972-03-13,male,Moscow,referral
11086,1989-04-13,male,Novosibirsk,ads
1335,1983-02-20,male,Kazan,ads
517,1970-04-24,female,Saint Petersburg,ads
17290,2001-03-23,male,Saint Petersburg,organic
12622,1993-10-14,female,Moscow,organic
18407,1975-03-09,male,Moscow,ads
9589,2005-04-23,female,Moscow,ads
2701,1981-05-15,female,Moscow,referral
12941,1996-01-10,male,Saint Petersburg,organic
13394,1998-05-01,male,Kazan,referral
7452,1982-01-09,female,Saint Petersburg,organic
18632,2004-01-04,female,Moscow,organic
8366,1971-02-05,female,Moscow,organic
13151,1994-04-02,male,Moscow,ads
13973,1975-11-28,female,Moscow,ads
1644,1990-07-28,female,Moscow,organic
6125,1996-08-24,male,Moscow,ads
13328,1986-06-02,male,Saint Petersburg,ads
19778,1995-12-26,female,Novosibirsk,organic
1276,1998-12-14,male,Moscow,ads
6702,1973-12-25,male,Moscow,organic
19260,1978-11-09,female,Kazan,organic
3242,1993-02-08,male,Moscow,organic
961,1989-07-12,female,Moscow,organic
18754,1985-01-31,male,Moscow,ads
12071,1987-03-08,male,Moscow,organic
12166,1976-05-09,male,Saint Petersburg,ads
11316,1995-03-22,male,Moscow,organic
3931,1993-01-14,female,Moscow,organic
19336,1971-06-11,male,Moscow,ads
6864,1977-01-29,female,Moscow,ads
4337,1996-03-09,female,Saint Petersburg,ads
4667,1967-03-19,female,Moscow,ads
20504,1993-09-25,male,Kazan,organic
4634,1988-05-16,male,Moscow,organic
7,1993-01-29,female,Moscow,organic
2658,1985-12-17,male,Moscow,organic
14077,2007-01-08,male,Moscow,referral
19577,1999-08-12,male,Saint Petersburg,ads
5018,1989-12-05,female,Saint Petersburg,ads
7977,1990-07-09,female,Moscow,ads
17073,2002-05-09,female,Moscow,organic
7999,1973-08-22,female,Saint Petersburg,referral
18691,2001-01-04,female,Moscow,ads
1771,1971-02-10,female,Saint Petersburg,referral
8895,1996-03-15,female,Saint Petersburg,ads
9582,1970-08-24,female,Moscow,organic
61,1991-12-22,male,Yekaterinburg,organic
18960,1982-01-06,male,Yekaterinburg,organic
1906,1985-07-24,male,Saint Petersburg,ads
18243,2005-07-05,female,Saint Petersburg,referral
246,1986-04-03,female,Moscow,ads
3443,1971-07-18,male,Moscow,organic
1163,1977-05-06,female,Saint Petersburg,organic
12635,1994-11-30,female,Saint Petersburg,organic
20539,1972-11-20,male,Novosibirsk,ads
3607,1994-08-20,female,Yekaterinburg,organic
6952,2004-12-05,male,Moscow,organic
17817,1991-03-18,female,Moscow,organic
14540,1983-01-07,female,Moscow,organic
11408,1990-06-20,female,Yekaterinburg,ads
20841,1982-11-15,male,Kazan,referral
5124,1995-11-05,female,Saint Petersburg,referral
11864,1989-05-05,male,Moscow,organic
18193,2003-08-27,male,Saint Petersburg,organic
2751,1970-02-07,male,Saint Petersburg,ads
5924,2006-09-27,female,Moscow,referral
8842,1982-12-16,male,Moscow,organic
20899,1991-03-13,male,Moscow,organic
4424,2004-09-11,female,Moscow,organic
7368,1980-01-16,male,Moscow,organic
10916,1989-01-09,male,Moscow,ads
13370,2000-07-28,male,Novosibirsk,organic
20639,1975-04-23,male,Moscow,ads
3849,1983-01-18,male,Moscow,organic
19006,1974-08-26,male,Moscow,ads
14997,1981-05-26,female,Novosibirsk,referral
2135,1972-04-30,male,Moscow,organic
8306,1977-05-19,female,Saint Petersburg,ads
11284,2003-07-16,male,Saint Petersburg,organic
10214,1997-10-12,male,Moscow,organic
5575,1981-03-06,male,Moscow,ads
17561,1971-04-14,female,Saint Petersburg,organic
2555,1982-02-07,male,Moscow,organic
2010,1978-07-27,male,Novosibirsk,referral
15273,1983-07-30,female,Novosibirsk,organic
10054,2003-11-04,female,Novosibirsk,ads
474,1976-08-08,female,Yekaterinburg,organic
12794,1969-04-06,female,Moscow,ads
9673,1985-12-24,female,Moscow,organic
17455,2001-11-19,female,Moscow,organic
1413,1968-11-24,male,Saint Petersburg,referral
10840,2005-03-14,male,Moscow,organic
18042,1997-02-24,male,Moscow,organic
13841,1991-10-30,female,Moscow,organic
18725,1981-12-26,female,Moscow,organic
18007,2006-01-14,male,Moscow,organic
14671,1998-02-09,female,Kazan,organic
1578,2002-06-26,female,Yekaterinburg,organic
16294,1987-09-07,female,Kazan,ads
11696,1985-11-29,female,Saint Petersburg,organic
18003,1973-01-07,male,Moscow,referral
12211,1982-04-15,female,Saint Petersburg,referral
15117,1987-03-05,female,Moscow,organic
1595,2004-08-28,male,Moscow,referral
8768,1996-10-30,male,Moscow,ads
12803,1972-01-14,female,Saint Petersburg,organic
3783,1981-10-31,female,Moscow,ads
215,1973-05-05,male,Moscow,ads
838,2007-04-12,female,Moscow,ads
10344,2008-11-17,male,Moscow,organic
150,1988-05-30,male,Saint Petersburg,organic
7019,1970-05-11,male,Kazan,organic
17547,1998-09-18,female,Moscow,referral
7382,1988-01-08,male,Moscow,organic
13789,1977-07-09,male,Saint Petersburg,referral
114,1988-05-09,male,Moscow,organic
3795,1969-05-08,female,Saint Petersburg,ads
9935,1981-11-02,male,Saint Petersburg,organic
7858,1984-04-01,male,Moscow,ads
16009,2002-03-11,female,Moscow,referral
16328,1988-03-13,male,Saint Petersburg,organic
6317,1982-09-01,female,Moscow,ads
12106,1987-05-18,female,Moscow,referral
11716,1978-02-26,male,Saint Petersburg,referral
16456,1993-07-10,male,Yekaterinburg,organic
1643,1970-01-02,female,Moscow,organic
20068,2005-12-01,female,Moscow,organic
16584,2004-09-24,female,Saint Petersburg,organic
5294,2001-06-02,male,Yekaterinburg,organic
10238,2002-12-02,female,Moscow,organic
8848,1968-02-04,female,Moscow,organic
15323,1988-08-30,female,Moscow,organic
9584,1996-03-22,female,Saint Petersburg,organic
15620,1984-09-22,male,Moscow,referral
1549,1990-07-30,female,Moscow,organic
9409,1984-07-30,female,Moscow,organic
5000,2005-10-26,female,Moscow,ads
5462,2002-09-28,female,Moscow,organic
19107,1996-07-26,female,Yekaterinburg,ads
7181,1967-08-11,female,Moscow,organic
7442,1994-12-28,male,Saint Petersburg,organic
7671,1974-02-22,female,Moscow,ads
6423,1979-03-25,female,Moscow,organic
4899,1971-08-28,male,Saint Petersburg,ads
8405,1987-01-22,female,Moscow,ads
7188,2001-03-06,male,Saint Petersburg,organic
918,1984-06-23,male,Moscow,organic
10804,1995-05-02,male,Moscow,referral
16283,1981-01-29,female,Novosibirsk,organic
15924,2006-01-17,female,Yekaterinburg,ads
7486,1989-03-27,female,Moscow,ads
10845,2004-03-30,female,Moscow,ads
13849,2001-05-26,male,Moscow,organic
1547,1989-02-08,female,Moscow,organic
8679,2004-08-26,male,Novosibirsk,organic
14232,1972-04-23,male,Moscow,ads
16420,1975-12-22,female,Kazan,organic
20619,1999-04-13,female,Moscow,ads
3881,2007-07-14,female,Moscow,ads
3502,1988-08-30,male,Moscow,ads
14683,1994-11-23,female,Moscow,ads
8400,1999-12-29,male,Kazan,ads
19979,1969-04-11,female,Kazan,organic
9079,1975-09-08,female,Saint Petersburg,organic
8491,1972-05-15,male,Moscow,referral
17223,2006-04-02,female,Saint Petersburg,referral
7059,1976-04-06,female,Novosibirsk,organic
798,1975-11-11,female,Saint Petersburg,ads
2992,1987-09-29,female,Saint Petersburg,organic
3351,2006-10-13,female,Moscow,ads
19710,1973-02-05,female,Kazan,referral
5206,1967-12-11,male,Novosibirsk,organic
4528,1987-03-01,male,Saint Petersburg,organic
13055,1975-11-10,male,Moscow,referral
11397,1971-04-30,male,Saint Petersburg,organic
9858,1974-06-26,female,Moscow,ads
7289,1997-06-16,female,Moscow,referral
2622,2004-07-28,female,Moscow,organic
3686,1984-10-27,female,Moscow,referral
9190,2001-12-05,female,Moscow,organic
8131,1967-09-20,male,Moscow,organic
17034,2001-05-19,female,Yekaterinburg,organic
14217,1994-01-31,female,Moscow,organic
13632,1977-02-05,male,Moscow,ads
12914,1977-04-22,female,Kazan,ads
2699,1968-04-17,female,Saint Petersburg,organic
6913,1995-08-10,female,Moscow,organic
9595,1969-10-23,female,Moscow,referral
20491,1988-09-02,female,Yekaterinburg,organic
8502,1975-09-28,male,Saint Petersburg,ads
17582,1975-10-03,male,Moscow,organic
14509,1996-03-24,male,Saint Petersburg,referral
4072,1984-05-04,female,Moscow,ads
8436,1994-12-16,female,Moscow,referral
17512,1980-03-23,male,Yekaterinburg,ads
16636,1975-08-28,male,Moscow,organic
4902,2005-02-15,female,Novosibirsk,organic
11762,1974-01-02,female,Moscow,organic
3011,1968-01-06,male,Saint Petersburg,ads
16906,2006-02-25,female,Moscow,ads
770,1980-10-24,female,Moscow,referral
20312,2007-01-13,female,Moscow,organic
5550,1981-07-04,male,Moscow,organic
9960,1979-09-29,male,Moscow,organic
12937,1974-07-09,female,Saint Petersburg,organic
6891,1998-06-18,male,Novosibirsk,organic
3969,2003-04-22,male,Moscow,ads
5813,1986-02-03,male,Saint Petersburg,organic
4137,1988-03-22,female,Yekaterinburg,ads
15537,1976-06-30,male,Moscow,referral
8116,1967-03-24,male,Moscow,referral
6089,1981-08-02,female,Moscow,organic
11509,1975-08-24,male,Saint Petersburg,referral
17964,1991-01-10,male,Moscow,organic
14659,1983-02-28,male,Novosibirsk,ads
15105,1992-02-05,female,Saint Petersburg,ads
18114,1976-03-26,male,Moscow,ads
12306,2002-03-10,male,Novosibirsk,organic
1994,1974-05-24,male,Moscow,organic
7249,2005-11-03,male,Moscow,organic
2913,1976-01-29,male,Moscow,ads
12988,2008-02-29,female,Moscow,organic
5600,1984-05-26,male,Moscow,organic
17102,1988-01-17,female,Moscow,organic
2632,1976-05-30,female,Saint Petersburg,referral
4519,1995-03-21,male,Moscow,organic
18154,1969-10-26,male,Moscow,ads
15869,1988-07-23,male,Moscow,ads
624,1990-04-20,male,Saint Petersburg,organic
7265,1984-11-16,male,Novosibirsk,referral
2027,1980-10-15,female,Saint Petersburg,organic
20921,1979-08-03,male,Moscow,organic
15902,1989-04-17,male,Moscow,organic
11718,2004-12-27,female,Moscow,ads
18210,1975-12-02,male,Kazan,ads
14971,1986-04-29,female,Moscow,ads
16249,1991-04-07,male,Moscow,organic
21291,1967-12-16,female,Moscow,organic
9000,1972-02-22,female,Moscow,ads
20742,1969-08-14,male,Saint Petersburg,ads
20427,1968-06-20,male,Novosibirsk,ads
1745,1987-10-26,female,Moscow,ads
10704,1984-03-25,male,Novosibirsk,organic
11494,1970-02-22,female,Moscow,organic
19208,2001-02-07,female,Moscow,ads
14801,1984-10-01,male,Moscow,organic
18715,2006-08-22,female,Novosibirsk,referral
17232,1983-03-17,male,Moscow,referral
4186,1967-02-26,female,Kazan,referral
19587,2008-06-24,female,Novosibirsk,organic
209,1987-05-21,male,Moscow,ads
7003,1993-07-23,female,Moscow,organic
1605,2008-08-18,male,Moscow,organic
14495,2007-11-02,female,Moscow,organic
15904,1987-07-01,male,Moscow,organic
13663,2006-05-31,male,Saint Petersburg,organic
11070,1967-12-29,female,Yekaterinburg,organic
12517,1989-12-12,female,Saint Petersburg,referral
10326,1991-10-15,male,Moscow,organic
2702,1985-12-22,female,Saint Petersburg,ads
19667,1985-01-09,male,Moscow,ads
3419,1990-09-15,male,Moscow,ads
8019,1976-02-18,female,Moscow,organic
16247,1973-04-29,female,Moscow,organic
6523,1997-02-09,male,Moscow,organic
18115,1991-09-01,female,Saint Petersburg,referral
16973,1988-12-22,female,Saint Petersburg,ads
9391,1998-04-18,female,Moscow,ads
16917,1987-10-08,male,Moscow,referral
21170,1981-06-19,female,Novosibirsk,referral
254,1985-09-17,male,Moscow,ads
20417,1968-06-23,female,Moscow,organic
2447,1986-07-01,female,Moscow,organic
8401,1998-12-05,male,Yekaterinburg,organic
9413,1995-12-10,female,Moscow,ads
11162,1972-06-10,female,Moscow,organic
8447,1987-08-05,male,Kazan,organic
5644,1992-09-02,female,Moscow,organic
13241,1967-02-05,male,Novosibirsk,organic
14622,1980-11-25,male,Kazan,ads
15842,1981-08-01,female,Moscow,referral
20618,1991-11-25,male,Moscow,organic
16006,1982-07-30,male,Moscow,ads
17689,1976-07-18,female,Kazan,organic
3776,1990-10-21,male,Saint Petersburg,organic
11461,1977-07-31,male,Novosibirsk,organic
4535,1982-08-20,male,Saint Petersburg,ads
4968,1974-11-17,female,Kazan,organic
21137,2005-07-19,female,Moscow,ads
2083,1973-06-18,male,Saint Petersburg,organic
1838,1998-10-14,female,Moscow,referral
8501,2005-09-06,male,Moscow,organic
18256,1993-03-01,male,Moscow,referral
19447,2007-11-08,female,Novosibirsk,ads
9525,1993-02-28,female,Yekaterinburg,ads
5762,1989-02-21,male,Saint Petersburg,organic
19687,1967-11-12,female,Moscow,ads
19586,1974-10-28,female,Moscow,organic
198,1993-04-07,male,Moscow,ads
21059,1982-05-30,female,Moscow,ads
14359,1984-02-24,male,Novosibirsk,organic
8554,2007-01-23,female,Moscow,ads
9189,1984-10-04,male,Moscow,organic
1971,1987-05-12,male,Moscow,organic
8973,1975-10-02,female,Moscow,ads
2209,2008-12-17,male,Kazan,ads
15665,1987-05-03,female,Moscow,organic
11097,1970-10-30,male,Moscow,ads
10431,2002-12-13,male,Yekaterinburg,ads
548,2007-03-23,male,Moscow,ads
19798,1969-09-15,male,Saint Petersburg,ads
4988,2008-11-11,female,Moscow,referral
8486,2008-06-05,female,Moscow,organic
16261,1998-02-20,female,Moscow,organic
14707,1999-11-30,female,Moscow,organic
4132,1988-09-01,female,Moscow,organic
3007,2007-06-12,female,Moscow,organic
18483,2004-08-06,male,Saint Petersburg,ads
4766,1981-01-02,female,Saint Petersburg,organic
8675,1973-09-05,male,Saint Petersburg,organic
2958,1978-11-15,male,Yekaterinburg,organic
20558,1994-05-06,male,Saint Petersburg,ads
2659,1971-07-28,female,Moscow,organic
21065,1998-12-22,male,Moscow,organic
3400,2004-05-28,male,Moscow,organic
1224,1987-10-15,male,Moscow,organic
15441,2003-08-11,female,Saint Petersburg,organic
18183,1968-03-22,male,Saint Petersburg,organic
21115,1971-04-15,female,Kazan,organic
20318,1987-10-02,male,Moscow,organic
15757,1972-01-10,male,Moscow,ads
5746,2004-08-03,female,Moscow,organic
19096,2007-09-15,female,Moscow,organic
4374,1989-06-26,male,Saint Petersburg,referral
17318,1978-11-10,male,Saint Petersburg,organic
7089,1972-11-16,male,Kazan,organic
16496,2004-03-19,male,Saint Petersburg,organic
15347,1968-08-30,female,Moscow,ads
15118,1980-06-05,female,Saint Petersburg,organic
15426,1969-11-23,female,Novosibirsk,organic
10666,1995-12-06,female,Saint Petersburg,ads
1897,2002-10-11,male,Moscow,referral
19732,1993-04-24,female,Saint Petersburg,ads
21267,1994-01-14,male,Moscow,organic
14327,1989-12-12,female,Moscow,organic
842,1967-11-06,female,Moscow,referral
20767,2003-03-09,female,Kazan,ads
7200,1967-04-17,male,Yekaterinburg,referral
5382,1968-05-20,female,Yekaterinburg,organic
13071,2002-05-01,male,Kazan,ads
5935,1995-10-29,female,Moscow,organic
9746,2001-01-09,female,Moscow,ads
16695,1996-07-12,male,Moscow,organic
20874,2007-05-08,female,Kazan,ads
16735,2002-10-03,male,Yekaterinburg,referral
687,2008-07-15,female,Moscow,ads
1590,1976-02-18,female,Kazan,organic
18408,1981-05-09,male,Saint Petersburg,ads
15690,1989-06-08,male,Moscow,organic
14401,1996-10-08,male,Kazan,organic
18205,2006-07-15,male,Moscow,ads
8233,2000-03-18,female,Saint Petersburg,organic
7703,1991-05-21,male,Saint Petersburg,organic
3833,2007-05-22,male,Saint Petersburg,organic
10505,1977-10-04,male,Saint Petersburg,ads
3222,1998-09-24,female,Moscow,organic
16275,2004-08-12,female,Moscow,referral
9389,1970-06-14,female,Moscow,ads
20889,1985-12-29,female,Moscow,organic
11522,1992-05-06,female,Saint Petersburg,organic
14155,1967-10-19,male,Moscow,organic
2139,1998-05-11,male,Moscow,referral
6065,2004-12-06,male,Moscow,organic
6568,2008-02-13,male,Moscow,referral
15195,1998-11-04,female,Saint Petersburg,ads
16110,1969-02-01,female,Moscow,referral
14773,1990-04-13,female,Moscow,ads
5540,1987-04-05,male,Moscow,referral
2909,1987-11-26,female,Moscow,organic
7637,1981-11-08,female,Moscow,organic
13464,1984-09-14,male,Moscow,organic
6673,1975-11-07,female,Moscow,ads
15283,2002-07-04,female,Saint Petersburg,referral
346,1998-05-13,female,Saint Petersburg,organic
3276,2001-08-28,female,Moscow,organic
15122,2006-01-09,female,Moscow,organic
11457,2008-05-24,female,Saint Petersburg,organic
16351,1997-03-22,male,Moscow,organic
291,2007-09-21,male,Moscow,organic
