"user_id","user_to_total_revenue"
137,"0.01571"
138,"0.00458"
139,"0.00580"
140,"0.00455"
141,"0.01219"
142,"0.00734"
143,"0.00216"
144,"0.00730"
145,"0.00120"
146,"0.00634"
147,"0.00494"
148,"0.00947"
149,"0.00829"
150,"0.00856"
151,"0.00812"
152,"0.01036"
153,"0.00664"
154,"0.00899"
155,"0.00391"
156,"0.01338"
157,"0.00893"
158,"0.01269"
159,"0.01012"
160,"0.00817"
161,"0.00929"
162,"0.01049"
163,"0.00107"
164,"0.01178"
165,"0.00141"
166,"0.00149"
167,"0.00762"
168,"0.00953"
169,"0.00883"
170,"0.01695"
171,"0.01101"
172,"0.00680"
173,"0.01458"
174,"0.00321"
175,"0.00303"
176,"0.00445"
177,"0.00771"
178,"0.01262"
179,"0.00226"
180,"0.01476"
181,"0.01132"
182,"0.00111"
183,"0.02712"
184,"0.01766"
185,"0.00194"
186,"0.00414"
187,"0.01144"
188,"0.00555"
189,"0.00509"
190,"0.02303"
191,"0.01673"
192,"0.01315"
193,"0.01035"
194,"0.01213"
195,"0.00417"
196,"0.00946"
197,"0.01823"
198,"0.00495"
199,"0.00172"
200,"0.00990"
201,"0.00942"
202,"0.02129"
203,"0.00399"
204,"0.00726"
205,"0.01107"
206,"0.01355"
207,"0.00955"
208,"0.00548"
209,"0.00559"
210,"0.00912"
211,"0.01270"
212,"0.01403"
213,"0.02145"
214,"0.00670"
215,"0.00880"
216,"0.00479"
217,"0.01231"
218,"0.01359"
219,"0.01190"
220,"0.00410"
221,"0.00654"
222,"0.00660"
223,"0.01279"
224,"0.01835"
225,"0.00986"
226,"0.00265"
227,"0.01678"
228,"0.00838"
229,"0.00048"
230,"0.01293"
231,"0.00740"
232,"0.00339"
233,"0.01504"
234,"0.01288"
235,"0.00649"
236,"0.00635"
237,"0.00139"
238,"0.00497"
239,"0.00073"
240,"0.00656"
241,"0.00891"
242,"0.00698"
243,"0.00026"
244,"0.01346"
245,"0.00425"
246,"0.00666"
247,"0.01237"
248,"0.01755"
249,"0.00871"
250,"0.00887"
251,"0.00679"
252,"0.00901"
253,"0.00160"
254,"0.00454"
255,"0.01098"
256,"0.01296"
257,"0.00908"
258,"0.00141"
259,"0.00595"
260,"0.00813"
261,"0.00104"
262,"0.00378"
263,"0.00549"
264,"0.00858"
265,"0.01205"
266,"0.01191"
267,"0.00840"
268,"0.00196"
269,"0.00895"
270,"0.00803"
271,"0.01197"
272,"0.00294"
273,"0.00365"
274,"0.00661"
275,"0.01130"
276,"0.00539"
277,"0.01579"
278,"0.00459"
279,"0.00290"
280,"0.00562"
281,"0.00953"
282,"0.00432"
283,"0.00457"
284,"0.00595"
285,"0.00674"
286,"0.01223"
287,"0.00999"
288,"0.01954"
289,"0.01556"
290,"0.00970"
291,"0.00291"
292,"0.01199"
293,"0.00458"
294,"0.00941"
295,"0.00483"
296,"0.00575"
297,"0.00207"
298,"0.00967"
299,"0.00720"
300,"0.00766"
301,"0.00161"
302,"0.00939"
303,"0.01135"
304,"0.01015"
305,"0.00159"
306,"0.01685"
307,"0.00306"
308,"0.00118"
309,"0.00296"
310,"0.01871"
311,"0.00250"
312,"0.00788"
313,"0.00884"
314,"0.00730"
315,"0.00668"
316,"0.00567"
317,"0.00798"
318,"0.01181"
319,"0.00566"
320,"0.00810"
321,"0.02034"
322,"0.00569"
323,"0.00547"
324,"0.01211"
325,"0.00123"
326,"0.00423"
327,"0.00566"
328,"0.01023"
329,"0.00054"
330,"0.00261"
331,"0.00058"
332,"0.01332"
333,"0.00538"
334,"0.00910"
335,"0.00378"
336,"0.00572"
337,"0.00805"
338,"0.01279"
339,"0.00714"
340,"0.00600"
341,"0.00875"
342,"0.00296"
343,"0.00623"
344,"0.00798"
345,"0.01101"
346,"0.00492"
347,"0.01191"
348,"0.00925"
349,"0.00208"
350,"0.01353"
351,"0.01001"
352,"0.00916"
353,"0.00791"
354,"0.00337"
355,"0.00995"
356,"0.00503"
357,"0.00771"
358,"0.00358"
359,"0.00939"
360,"0.00205"
361,"0.00790"
362,"0.02307"
363,"0.00623"
364,"0.01649"
365,"0.00570"
366,"0.00899"
367,"0.00666"
368,"0.00082"
369,"0.01232"
370,"0.00429"
371,"0.00122"
372,"0.00908"
373,"0.00848"
374,"0.00425"
375,"0.01667"
376,"0.01149"
377,"0.00979"
378,"0.00535"
379,"0.00384"
380,"0.00458"
381,"0.00089"
382,"0.01095"
383,"0.00654"
384,"0.00303"
385,"0.00994"
386,"0.01522"
387,"0.00344"
388,"0.00612"
389,"0.00821"
390,"0.00193"
391,"0.00306"
392,"0.00081"
393,"0.01408"
394,"0.00226"
395,"0.01078"
396,"0.00583"
397,"0.00422"
398,"0.01910"
399,"0.00493"
400,"0.00819"
401,"0.00255"
402,"0.00676"
403,"0.01239"
404,"0.00161"
405,"0.00073"
406,"0.00428"
407,"0.01156"
408,"0.00542"
409,"0.00869"
410,"0.00472"
411,"0.00414"
412,"0.00739"
413,"0.00361"
414,"0.00930"
415,"0.00611"
416,"0.00173"
417,"0.01651"
418,"0.00600"
419,"0.00198"
420,"0.00359"
421,"0.00681"
422,"0.00784"
423,"0.01177"
424,"0.00255"
425,"0.00804"
426,"0.01132"
427,"0.01191"
428,"0.00302"
429,"0.00887"
430,"0.01058"
431,"0.01235"
432,"0.01589"
433,"0.00344"
434,"0.01101"
435,"0.00498"
436,"0.01222"
437,"0.00339"
438,"0.00762"
439,"0.00279"
440,"0.00548"
441,"0.00736"
442,"0.00719"
443,"0.00056"
444,"0.01078"
445,"0.00345"
446,"0.00619"
447,"0.00166"
448,"0.00477"
449,"0.00214"
450,"0.01136"
451,"0.02717"
452,"0.01852"
453,"0.00195"
454,"0.00847"
455,"0.00323"
456,"0.00955"
457,"0.01261"
458,"0.00758"
459,"0.00567"
460,"0.00490"
461,"0.00891"
462,"0.00057"
463,"0.01510"
464,"0.00256"
465,"0.01885"
466,"0.00553"
467,"0.01059"
468,"0.00787"
469,"0.00593"
470,"0.00615"
471,"0.00684"
472,"0.00952"
473,"0.00842"
474,"0.00185"
475,"0.01613"
476,"0.00717"
477,"0.01639"
478,"0.00160"
479,"0.00772"
480,"0.00515"
481,"0.00426"
482,"0.00471"
483,"0.00337"
484,"0.00945"
485,"0.01249"
486,"0.00459"
487,"0.00556"
488,"0.00558"
489,"0.00190"
490,"0.00607"
491,"0.00681"
492,"0.00312"
493,"0.00678"
494,"0.00653"
495,"0.00347"
496,"0.02050"
497,"0.00115"
498,"0.00549"
499,"0.00641"
500,"0.00346"
501,"0.00810"
502,"0.00243"
503,"0.00157"
504,"0.00424"
505,"0.00248"
506,"0.00467"
507,"0.00462"
508,"0.00404"
509,"0.00848"
510,"0.00436"
511,"0.00184"
512,"0.00402"
513,"0.00720"
514,"0.01064"
515,"0.00702"
516,"0.01039"
517,"0.00391"
518,"0.00210"
519,"0.00308"
520,"0.00824"
521,"0.01279"
522,"0.00782"
523,"0.00351"
524,"0.01206"
525,"0.00781"
526,"0.00387"
527,"0.00162"
528,"0.00173"
529,"0.01097"
530,"0.00249"
531,"0.00989"
532,"0.01103"
533,"0.00950"
534,"0.00577"
535,"0.00607"
536,"0.00875"
537,"0.01256"
538,"0.00211"
539,"0.00550"
540,"0.00860"
541,"0.01191"
542,"0.00333"
543,"0.00410"
544,"0.00754"
545,"0.01014"
546,"0.01556"
547,"0.00517"
548,"0.00916"
549,"0.00569"
550,"0.00626"
551,"0.00440"
552,"0.00681"
553,"0.00371"
554,"0.01271"
555,"0.00083"
556,"0.00378"
557,"0.00605"
558,"0.00314"
559,"0.01079"
560,"0.00452"
561,"0.01100"
562,"0.00579"
563,"0.00995"
564,"0.00487"
565,"0.00143"
566,"0.00449"
567,"0.00081"
568,"0.00674"
569,"0.01377"
570,"0.00914"
571,"0.00615"
572,"0.00368"
573,"0.01580"
574,"0.00320"
575,"0.00610"
576,"0.00637"
577,"0.01279"
578,"0.00452"
579,"0.01090"
580,"0.00608"
581,"0.00549"
582,"0.00454"
583,"0.01238"
584,"0.00394"
585,"0.00520"
586,"0.00581"
587,"0.00324"
588,"0.00128"
589,"0.00515"
590,"0.01096"
591,"0.00810"
592,"0.00408"
593,"0.01157"
594,"0.00227"
595,"0.00257"
596,"0.00542"
597,"0.00161"
598,"0.00150"
599,"0.00173"
600,"0.02064"
601,"0.00635"
602,"0.01118"
603,"0.00596"
604,"0.00881"
605,"0.01011"
606,"0.02019"
607,"0.01121"
608,"0.00712"
609,"0.00938"
610,"0.00535"
611,"0.01229"
612,"0.00125"
613,"0.00459"
614,"0.00175"
615,"0.01096"
616,"0.00307"
617,"0.00053"
618,"0.00083"
619,"0.00337"
620,"0.00464"
621,"0.00732"
622,"0.01142"
623,"0.00851"
624,"0.00573"
625,"0.00722"
626,"0.00678"
627,"0.00551"
628,"0.00176"
629,"0.00653"
630,"0.00472"
631,"0.00049"
632,"0.00655"
633,"0.00579"
634,"0.00599"
635,"0.00935"
636,"0.00546"
637,"0.00014"
638,"0.00245"
639,"0.00402"
640,"0.00770"
641,"0.00056"
642,"0.01516"
643,"0.00976"
644,"0.00270"
645,"0.00123"
646,"0.00468"
647,"0.00495"
648,"0.00306"
649,"0.01321"
650,"0.00764"
651,"0.00710"
652,"0.00669"
653,"0.00146"
654,"0.00776"
655,"0.00464"
656,"0.00870"
657,"0.00420"
658,"0.01366"
659,"0.00529"
660,"0.00380"
661,"0.00127"
662,"0.00688"
663,"0.01401"
664,"0.00941"
665,"0.01183"
666,"0.00892"
667,"0.00163"
668,"0.00639"
669,"0.01722"
670,"0.00495"
671,"0.00274"
672,"0.00898"
673,"0.00518"
674,"0.00095"
675,"0.01552"
676,"0.00440"
677,"0.00351"
678,"0.01853"
679,"0.00407"
680,"0.00697"
681,"0.00876"
682,"0.00619"
683,"0.00256"
684,"0.00842"
685,"0.00621"
686,"0.00417"
687,"0.00756"
688,"0.00553"
689,"0.01223"
690,"0.00355"
691,"0.00360"
692,"0.01237"
693,"0.00850"
694,"0.01078"
695,"0.01159"
696,"0.00672"
697,"0.00410"
698,"0.00136"
699,"0.00323"
700,"0.01233"
701,"0.00917"
702,"0.00233"
703,"0.00582"
704,"0.00696"
705,"0.00166"
706,"0.00428"
707,"0.00522"
708,"0.00728"
709,"0.00748"
710,"0.00974"
711,"0.01051"
712,"0.00682"
713,"0.01431"
714,"0.00333"
715,"0.00169"
716,"0.00324"
717,"0.00984"
718,"0.00945"
719,"0.01201"
720,"0.00604"
721,"0.00432"
722,"0.00385"
723,"0.00421"
724,"0.00530"
725,"0.00399"
726,"0.00810"
727,"0.00091"
728,"0.00761"
729,"0.00213"
730,"0.01625"
731,"0.00373"
732,"0.00732"
733,"0.00513"
734,"0.00309"
735,"0.01530"
736,"0.00181"
737,"0.00304"
738,"0.01059"
739,"0.00591"
740,"0.00625"
741,"0.00299"
742,"0.01354"
743,"0.00881"
744,"0.00368"
745,"0.00887"
746,"0.00281"
747,"0.00743"
748,"0.00678"
749,"0.00432"
750,"0.00303"
751,"0.01135"
752,"0.01297"
753,"0.00380"
755,"0.00332"
756,"0.00589"
757,"0.00754"
758,"0.01047"
759,"0.00524"
760,"0.00568"
761,"0.01091"
762,"0.00660"
763,"0.02219"
764,"0.01016"
765,"0.00839"
766,"0.01529"
767,"0.00177"
768,"0.01021"
769,"0.01032"
770,"0.01980"
771,"0.00267"
772,"0.00889"
773,"0.02011"
774,"0.00361"
775,"0.00270"
776,"0.00561"
777,"0.00212"
778,"0.01206"
779,"0.00742"
780,"0.00781"
781,"0.00164"
782,"0.00942"
783,"0.01946"
784,"0.01087"
785,"0.00345"
786,"0.01211"
787,"0.00516"
788,"0.00756"
789,"0.00095"
790,"0.00594"
791,"0.00339"
792,"0.00470"
793,"0.00756"
794,"0.01241"
795,"0.00218"
796,"0.00711"
797,"0.00512"
798,"0.00932"
799,"0.01122"
800,"0.00387"
801,"0.00464"
802,"0.00547"
803,"0.02594"
804,"0.01101"
805,"0.01018"
806,"0.00374"
807,"0.01321"
808,"0.00780"
809,"0.00676"
810,"0.00605"
811,"0.00198"
812,"0.00175"
813,"0.00482"
814,"0.00697"
815,"0.00519"
816,"0.00508"
817,"0.01998"
818,"0.00703"
819,"0.00319"
820,"0.00390"
821,"0.00339"
822,"0.01195"
823,"0.00532"
824,"0.00367"
825,"0.00455"
826,"0.00234"
827,"0.00691"
828,"0.00655"
829,"0.00299"
830,"0.00750"
831,"0.00447"
832,"0.00333"
833,"0.01688"
834,"0.00705"
835,"0.00673"
836,"0.00281"
837,"0.00306"
839,"0.00571"
840,"0.01145"
841,"0.00529"
842,"0.00319"
843,"0.00717"
844,"0.00431"
845,"0.00571"
846,"0.01233"
847,"0.00409"
848,"0.01386"
849,"0.01213"
850,"0.00435"
851,"0.00610"
852,"0.01293"
853,"0.01057"
854,"0.00487"
855,"0.00404"
856,"0.00321"
857,"0.00372"
858,"0.01017"
859,"0.00166"
860,"0.00810"
861,"0.00592"
862,"0.00583"
863,"0.00263"
864,"0.00647"
865,"0.00166"
866,"0.01006"
867,"0.01517"
868,"0.01006"
869,"0.00631"
870,"0.02191"
871,"0.00842"
872,"0.00467"
873,"0.00767"
874,"0.00591"
875,"0.00202"
876,"0.00260"
877,"0.00435"
878,"0.00626"
879,"0.00232"
880,"0.00522"
881,"0.01243"
882,"0.01149"
883,"0.00598"
884,"0.00332"
885,"0.00400"
886,"0.00660"
887,"0.00064"
888,"0.01670"
889,"0.00088"
890,"0.00393"
891,"0.00229"
892,"0.00565"
893,"0.00634"
894,"0.00595"
895,"0.01051"
896,"0.00550"
897,"0.00700"
898,"0.00352"
899,"0.00899"
900,"0.00631"
901,"0.01487"
902,"0.00449"
903,"0.00367"
904,"0.00464"
905,"0.00134"
906,"0.01061"
907,"0.00650"
908,"0.01088"
909,"0.00079"
910,"0.01130"
911,"0.00117"
912,"0.00999"
913,"0.00244"
914,"0.01051"
915,"0.00515"
916,"0.00582"
917,"0.00374"
918,"0.00670"
919,"0.00351"
920,"0.00275"
921,"0.00503"
922,"0.00269"
923,"0.01004"
924,"0.01320"
925,"0.00781"
926,"0.01241"
927,"0.00470"
928,"0.00434"
929,"0.00298"
930,"0.00928"
931,"0.00470"
932,"0.00423"
933,"0.00606"
934,"0.02503"
935,"0.00491"
936,"0.01177"
937,"0.00142"
938,"0.00198"
939,"0.00436"
940,"0.01226"
941,"0.00739"
942,"0.01172"
943,"0.00408"
944,"0.01495"
945,"0.00819"
946,"0.01134"
947,"0.00488"
948,"0.00137"
949,"0.01305"
950,"0.00141"
951,"0.00739"
952,"0.00566"
953,"0.00640"
954,"0.00261"
955,"0.00940"
956,"0.00794"
957,"0.00474"
958,"0.00417"
959,"0.00380"
960,"0.00081"
961,"0.00660"
962,"0.00922"
963,"0.02033"
964,"0.00331"
965,"0.01917"
967,"0.00524"
968,"0.00733"
969,"0.00314"
970,"0.00370"
971,"0.00908"
972,"0.00252"
973,"0.00593"
974,"0.01363"
975,"0.00661"
976,"0.00516"
977,"0.00152"
978,"0.01791"
979,"0.00157"
980,"0.00368"
981,"0.00661"
982,"0.00898"
983,"0.01363"
984,"0.00641"
985,"0.01656"
986,"0.00432"
987,"0.00257"
988,"0.00970"
989,"0.00273"
990,"0.00286"
991,"0.00455"
992,"0.00692"
994,"0.01275"
995,"0.00182"
996,"0.00491"
997,"0.00745"
998,"0.00408"
999,"0.01009"
1000,"0.00460"
1001,"0.01096"
1002,"0.00630"
1003,"0.00092"
1004,"0.00879"
1005,"0.00043"
1006,"0.00510"
1007,"0.00090"
1008,"0.00117"
1009,"0.00515"
1010,"0.00123"
1011,"0.00600"
1012,"0.00123"
1013,"0.00824"
1014,"0.00379"
1015,"0.00616"
1016,"0.00632"
1017,"0.00360"
1018,"0.01340"
1019,"0.01128"
1020,"0.00789"
1021,"0.00338"
1022,"0.00422"
1023,"0.00726"
1024,"0.00610"
1025,"0.00774"
1026,"0.00982"
1027,"0.00340"
1028,"0.00218"
1029,"0.01483"
1030,"0.00601"
1031,"0.00577"
1032,"0.00689"
1033,"0.01568"
1034,"0.00498"
1035,"0.00665"
1036,"0.00477"
1037,"0.00591"
1038,"0.00629"
1039,"0.01242"
1040,"0.00322"
1041,"0.00905"
1042,"0.00445"
1043,"0.01393"
1044,"0.00524"
1045,"0.00895"
1046,"0.00381"
1047,"0.00598"
1048,"0.01739"
1049,"0.00562"
1050,"0.00577"
1051,"0.00382"
1052,"0.00585"
1053,"0.00333"
1054,"0.00565"
1055,"0.01240"
1056,"0.00741"
1057,"0.00069"
1058,"0.00309"
1059,"0.00530"
1060,"0.00600"
1061,"0.00796"
1062,"0.00918"
1063,"0.00381"
1064,"0.00757"
1065,"0.01516"
1066,"0.00667"
1067,"0.00428"
1068,"0.00396"
1069,"0.00259"
1070,"0.00583"
1071,"0.00740"
1072,"0.00119"
1073,"0.00198"
1074,"0.00531"
1075,"0.01645"
1076,"0.01134"
1077,"0.00241"
1078,"0.00293"
1079,"0.01248"
1080,"0.00193"
1081,"0.01094"
1082,"0.00588"
1083,"0.00551"
1084,"0.00857"
1085,"0.00473"
1086,"0.00409"
1087,"0.00787"
1088,"0.00226"
1089,"0.00235"
1090,"0.00194"
1091,"0.00354"
1092,"0.00412"
1093,"0.00229"
1094,"0.00748"
1095,"0.01128"
1096,"0.01064"
1097,"0.00619"
1098,"0.01137"
1099,"0.00926"
1100,"0.00118"
1101,"0.00482"
1102,"0.00637"
1103,"0.00137"
1104,"0.00661"
1105,"0.00288"
1106,"0.00329"
1107,"0.00939"
1108,"0.00594"
1109,"0.00961"
1110,"0.00446"
1111,"0.00628"
1112,"0.00090"
1113,"0.00901"
1114,"0.00890"
1115,"0.00782"
1116,"0.00217"
1117,"0.00037"
1118,"0.00938"
1119,"0.00171"
1120,"0.00814"
1121,"0.01536"
1122,"0.01193"
1123,"0.00602"
1124,"0.01420"
1125,"0.01236"
1126,"0.00730"
1127,"0.00436"
1128,"0.00151"
1129,"0.00478"
1130,"0.00770"
1131,"0.00156"
1132,"0.00459"
1133,"0.00393"
1134,"0.00506"
1135,"0.00572"
1136,"0.01291"
1137,"0.00492"
1138,"0.00195"
1139,"0.00905"
1140,"0.00805"
1141,"0.00726"
1142,"0.00492"
1143,"0.00483"
1144,"0.00973"
1145,"0.00035"
1146,"0.00069"
1147,"0.00710"
1148,"0.01073"
1149,"0.00444"
1150,"0.00828"
1151,"0.00509"
1152,"0.01085"
1153,"0.00922"
1154,"0.01839"
1155,"0.01519"
1156,"0.00718"
1157,"0.01228"
1158,"0.01113"
1159,"0.00814"
1160,"0.00859"
1161,"0.00785"
1162,"0.01065"
1163,"0.00443"
1164,"0.00397"
1165,"0.01657"
1166,"0.00862"
1167,"0.00190"
1168,"0.02439"
1169,"0.01108"
1170,"0.02577"
1171,"0.00251"
1172,"0.00214"
1173,"0.00658"
1174,"0.00068"
1175,"0.00648"
1176,"0.00574"
1177,"0.00995"
1178,"0.00939"
1179,"0.00284"
1180,"0.00894"
1181,"0.00736"
1182,"0.00464"
1183,"0.00115"
1184,"0.00387"
1185,"0.00527"
1186,"0.00161"
1187,"0.00787"
1188,"0.00334"
1189,"0.01679"
1190,"0.00195"
1191,"0.00644"
1192,"0.01088"
1193,"0.00315"
1194,"0.00399"
1195,"0.00661"
1196,"0.00175"
1197,"0.00412"
1198,"0.00444"
1199,"0.00232"
1200,"0.00825"
1201,"0.00467"
1202,"0.00929"
1203,"0.00406"
1204,"0.00146"
1205,"0.00043"
1206,"0.00559"
1207,"0.00767"
1208,"0.01106"
1209,"0.00552"
1210,"0.00720"
1211,"0.00745"
1212,"0.00300"
1213,"0.00571"
1214,"0.00755"
1215,"0.01013"
1216,"0.00929"
1217,"0.00624"
1218,"0.00553"
1219,"0.01029"
1220,"0.00540"
1221,"0.00612"
1222,"0.01104"
1223,"0.00442"
1224,"0.00415"
1225,"0.00329"
1226,"0.00378"
1227,"0.01544"
1228,"0.00502"
1229,"0.00291"
1230,"0.00783"
1231,"0.00972"
1232,"0.01871"
1233,"0.00099"
1234,"0.00410"
1235,"0.00263"
1236,"0.01102"
1237,"0.00902"
1238,"0.00832"
1239,"0.00300"
1240,"0.01891"
1241,"0.01275"
1242,"0.00574"
1243,"0.00750"
1244,"0.01283"
1245,"0.01732"
1246,"0.01161"
1247,"0.00583"
1248,"0.00798"
1249,"0.01421"
1250,"0.00690"
1251,"0.00310"
1252,"0.00771"
1253,"0.00847"
1254,"0.01486"
1255,"0.00342"
1256,"0.01213"
1257,"0.00400"
1258,"0.01580"
1259,"0.00812"
1260,"0.01404"
1261,"0.00446"
1262,"0.01602"
1263,"0.00051"
1264,"0.00528"
1265,"0.01655"
1266,"0.00726"
1267,"0.00746"
1268,"0.00820"
1269,"0.00624"
1270,"0.00105"
1271,"0.01162"
1272,"0.01785"
1273,"0.00250"
1274,"0.01083"
1275,"0.00301"
1276,"0.01210"
1277,"0.00946"
1278,"0.00152"
1279,"0.00550"
1280,"0.00427"
1281,"0.00294"
1282,"0.00338"
1283,"0.01380"
1284,"0.00990"
1285,"0.01012"
1286,"0.00529"
1287,"0.00663"
1288,"0.01402"
1289,"0.00912"
1290,"0.00732"
1291,"0.01087"
1292,"0.00789"
1293,"0.00169"
1294,"0.00012"
1295,"0.00698"
1296,"0.02087"
1297,"0.00181"
1298,"0.01298"
1299,"0.00870"
1300,"0.00522"
1301,"0.00199"
1302,"0.00239"
1303,"0.00739"
1304,"0.00143"
1305,"0.00579"
1306,"0.01562"
1307,"0.00521"
1308,"0.00300"
1309,"0.00617"
1310,"0.00682"
1311,"0.01210"
1312,"0.00383"
1313,"0.00234"
1314,"0.00458"
1315,"0.00196"
1316,"0.01175"
1317,"0.00219"
1318,"0.00442"
1319,"0.01194"
1320,"0.00042"
1321,"0.00202"
1322,"0.01389"
1323,"0.00856"
1324,"0.00943"
1325,"0.00406"
1326,"0.00408"
1327,"0.00142"
1328,"0.00960"
1329,"0.01251"
1330,"0.00306"
1331,"0.00713"
1332,"0.00100"
1333,"0.00692"
1334,"0.00390"
1335,"0.00661"
1336,"0.00867"
1337,"0.01203"
1338,"0.00551"
1339,"0.00482"
1340,"0.00127"
1341,"0.01553"
1342,"0.00401"
1343,"0.00758"
1344,"0.01131"
1345,"0.01014"
1346,"0.00968"
1347,"0.00312"
1348,"0.01201"
1349,"0.00100"
1350,"0.00213"
1351,"0.00617"
1352,"0.00359"
1353,"0.00271"
1354,"0.00081"
1355,"0.00306"
1356,"0.00135"
1357,"0.00090"
1358,"0.00789"
1359,"0.00461"
1360,"0.00115"
1361,"0.00952"
1362,"0.01137"
1363,"0.00035"
1364,"0.00592"
1365,"0.00937"
1366,"0.00600"
1367,"0.01544"
1368,"0.01133"
1369,"0.00389"
1370,"0.01290"
1371,"0.00615"
1372,"0.00136"
1373,"0.00513"
1374,"0.00529"
1375,"0.00149"
1376,"0.00249"
1378,"0.00576"
1379,"0.00651"
1380,"0.00953"
1381,"0.00128"
1382,"0.01369"
1383,"0.00791"
1384,"0.00270"
1385,"0.00083"
1386,"0.00449"
1387,"0.00402"
1388,"0.00454"
1389,"0.00842"
1390,"0.00292"
1391,"0.00940"
1392,"0.00750"
1393,"0.00278"
1394,"0.00594"
1395,"0.00410"
1396,"0.01226"
1397,"0.00205"
1398,"0.00700"
1399,"0.00269"
1400,"0.00572"
1401,"0.01651"
1402,"0.00685"
1403,"0.01002"
1404,"0.00912"
1405,"0.00667"
1406,"0.00362"
1407,"0.00436"
1408,"0.01031"
1409,"0.00175"
1410,"0.00783"
1411,"0.00213"
1412,"0.01342"
1413,"0.00060"
1414,"0.01262"
1415,"0.00392"
1416,"0.01259"
1417,"0.00455"
1418,"0.01416"
1419,"0.00511"
1420,"0.00943"
1421,"0.01275"
1422,"0.00482"
1423,"0.00390"
1424,"0.00526"
1425,"0.00675"
1426,"0.00867"
1427,"0.00430"
1428,"0.00680"
1429,"0.00816"
1430,"0.00028"
1431,"0.00590"
1432,"0.00913"
1433,"0.00185"
1434,"0.00641"
1435,"0.00359"
1436,"0.00627"
1437,"0.01383"
1438,"0.00440"
1439,"0.00287"
1440,"0.02072"
1441,"0.00356"
1442,"0.00662"
1443,"0.00143"
1444,"0.01244"
1445,"0.00134"
1446,"0.01151"
1447,"0.00894"
1448,"0.00874"
1449,"0.00629"
1450,"0.00327"
1451,"0.00915"
1452,"0.00057"
1453,"0.00818"
1454,"0.00656"
1455,"0.00337"
1456,"0.00125"
1457,"0.01273"
1458,"0.00248"
1459,"0.00297"
1460,"0.00415"
1461,"0.01188"
1462,"0.00658"
1463,"0.00653"
1464,"0.01074"
1465,"0.01076"
1466,"0.00463"
1467,"0.00101"
1468,"0.00700"
1469,"0.00074"
1470,"0.00249"
1471,"0.00129"
1472,"0.00284"
1473,"0.00400"
1474,"0.00196"
1475,"0.00320"
1476,"0.01005"
1477,"0.00151"
1478,"0.00224"
1479,"0.00605"
1480,"0.00696"
1481,"0.00397"
1482,"0.00297"
1483,"0.00506"
1484,"0.00627"
1485,"0.00194"
1486,"0.00212"
1487,"0.01137"
1488,"0.00339"
1489,"0.00324"
1490,"0.00731"
1491,"0.01309"
1492,"0.00738"
1493,"0.00658"
1494,"0.00740"
1495,"0.00453"
1496,"0.00899"
1497,"0.02110"
1498,"0.00120"
1499,"0.00340"
1500,"0.00299"
1501,"0.00304"
1502,"0.01013"
